CMPLID,ODINO,MFR_NAME,MAKETXT,MODELTXT,YEARTXT,CRASH,FAILDATE,FIRE,INJURED,DEATHS,COMPDESC,CITY,STATE,VIN,DATEA,LDATE,MILES,OCCURENCES,CDESCR,CMPL_TYPE,POLICE_RPT_YN,PURCH_DT,ORIG_OWNER_YN,ANTI_BRAKES_YN,CRUISE_CONT_YN,NUM_CYLS,DRIVE_TRAIN,FUEL_SYS,FUEL_TYPE,TRANS_TYPE,VEH_SPEED,DOT,TIRE_SIZE,LOC_OF_TIRE,TIRE_FAIL_TYPE,ORIG_EQUIP_YN,MANUF_DT,SEAT_TYPE,RESTRAINT_TYPE,DEALER_NAME,DEALER_TEL,DEALER_CITY,DEALER_STATE,DEALER_ZIP,PROD_TYPE,REPAIRED_YN,MEDICAL_ATTN,VEHICLES_TOWED_YN,UNKNOWN_50,UNKNOWN_51,sample_group
2198783,11732588,"Kia America, Inc.",KIA,SPORTAGE,2024,Y,20260418,N,0,0,ELECTRICAL SYSTEM,Plantation,FL,5XYK53DF1RG,20260420,20260420,,,"Sudden Unintended Acceleration â 2024 Kia Sportage â Safety Hazard.  Incident Date: April 18, 2026. Location: Parking lot.  While pulling into a parking space at low speed, I brought the vehicle to a complete stop with my foot on the brake. Immediately after stopping, the vehicle suddenly and forcefully accelerated forward on its own without my foot on the accelerator.  I was actively pressing the brake pedal, but the vehicle did not respond as expected and continued to accelerate. The acceleration was strong enough that the vehicle jumped over the parking bumper with both front tires and struck a fixed post.  Even after impact with the post, the vehicle continued to push forward as if still accelerating, until it hit another barrier and finally came to a stop.  At no time did I press the accelerator pedal. The vehicleâs behavior felt completely uncontrolled and unsafe.  This incident could have resulted in serious injury or death if it had occurred in traffic or with pedestrians in front of the vehicle.  The vehicle has been towed to KIA dealership and is pending inspection. I am reporting this as a serious safety defect.  No injuries. Front-end damage after collision with post. This event was sudden, unexpected, and not driver-induced.",IVOQ,N,,N,N,N,,,,,,0,,,,,,,,,,,,,,V,,N,Y,FL,,A_multi_cmplid
2198785,11732588,"Kia America, Inc.",KIA,SPORTAGE,2024,Y,20260418,N,0,0,VEHICLE SPEED CONTROL,Plantation,FL,5XYK53DF1RG,20260420,20260420,,,"Sudden Unintended Acceleration â 2024 Kia Sportage â Safety Hazard.  Incident Date: April 18, 2026. Location: Parking lot.  While pulling into a parking space at low speed, I brought the vehicle to a complete stop with my foot on the brake. Immediately after stopping, the vehicle suddenly and forcefully accelerated forward on its own without my foot on the accelerator.  I was actively pressing the brake pedal, but the vehicle did not respond as expected and continued to accelerate. The acceleration was strong enough that the vehicle jumped over the parking bumper with both front tires and struck a fixed post.  Even after impact with the post, the vehicle continued to push forward as if still accelerating, until it hit another barrier and finally came to a stop.  At no time did I press the accelerator pedal. The vehicleâs behavior felt completely uncontrolled and unsafe.  This incident could have resulted in serious injury or death if it had occurred in traffic or with pedestrians in front of the vehicle.  The vehicle has been towed to KIA dealership and is pending inspection. I am reporting this as a serious safety defect.  No injuries. Front-end damage after collision with post. This event was sudden, unexpected, and not driver-induced.",IVOQ,N,,N,N,N,,,,,,0,,,,,,,,,,,,,,V,,N,Y,FL,,A_multi_cmplid
2212327,11741656,Hyundai Motor America,HYUNDAI,SANTA FE,2022,Y,20260526,N,0,0,UNKNOWN OR OTHER,Rochester,MN,5NMS2DAJ1NH,20260602,20260602,,,"I PUT MY VEHICLE IN PARK AND VEHICLE CONTINUED TO MOVE, IT MOVED OVER A CURB AND INTO A WALL. I BROUGHT VEHICLE TO DEALERSHIP NEXT DAY AND THEY STATED IT WAS A GEAR CONTROL ISSUE AND NEEDED TO BE REPLACED. I BROUGHT THE VEHICLE TO GET AN ESTIMATE FOR REPAIRS AND ESTIMATE IS NEAR $7000. DEALERSHIP SAID THE PART IS NOT UNDER WARRANTY AND NO RECALLS. THIS IS A SAFETY CONCERN. VEHICLE HAS NOT BEEN CHECKED BY MANUFACTURE, POLICE OR INSURANCE AS OF YET NO WARNING LAMPS OR MESSAGES WARNED ME OF A POSSIBLE GEAR FAILURE. I HAVE READ ONLINE OF OTHER PEOPLE HAVING THIS SAME ISSUE WITH HYUNDAI SANTA FE ",IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,MN,,B_unknown_with_sibling
2114954,11676837,Hyundai Motor America,HYUNDAI,IONIQ 5,2022,N,20220701,N,0,0,UNKNOWN OR OTHER,Edgewater,TX,KM8KMDAF7NU,20250728,20250728,,,"Ok....  So, if anyone reads about Hyundai Electric line....  Ionic series...  they would know that since Day 1, Hyundai has had problems with their electrical system.   It 1st started with the system never charged the onboard standard 12V battery.   I had to purchase Jumpstart boxes, I couldn't run my car ever on acc bc since day 1, my car has never been charging the onboard 12v battery.  This caused me to not be able to start my car on more than 5 occasions.   I had to ask strangers for help at times, locked out of my car on the side of the street, in parking lots, driving to Auto Zone after a complete trickle charge didn't work bc battery is so drained.  During this drive, my cars safety features wouldn't work correctly, everything blinking and i had to make it to Auto Zone to have to buy a new GSM battery.  I feared for my life on that drive.  Certainly a safety issue.  When I asked Hyundai on numerous occasions, they said there's no way for us to test if the recall fix we did actually is helping the issue.   So I had to buy my own DC volt meter.  I took that car in 4 times to deal with this issue.   Now, after my last visit to Holler Hyundai in Winter Park a few months ago, now my car won't charge at home.    I tested it with the 2nd charger.   F2 fault code on standard home charger.  Red lights on my ChargePoint charger.  Car charges fine at DC Supercharger (6 times as expensive).  I have told Daytona Hyundai multiple times (General Manager knows me) about how I have taken this in to have this problem fixed on many occasions.  The GM said he apologizes, doesn't know why it wasn't fixed, they were unprofessional aside from him making many mistakes.  The original dealer i bought it from was a bad experience and I do not trust them at all and would not buy from them ever again.  I have video and pics of spiders in my car/roaches, etc.   Dealership didn't even respond after I emailed them pics.  I have bought and owned over 30 cars.  This definately needs attention",IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,,,B_unknown_with_sibling
1843184,11486161,Hyundai Motor America,HYUNDAI,SONATA,2017,N,20220922,N,0,0,UNKNOWN OR OTHER,Brunswick,OH,KMHE24L39HA,20220924,20220924,,,"Hybrid system failed, lost power while driving on freeway going 65 m/h during rush hours, RPM gage went down to 0, most instrument light weee lit on dashboard. Speed went all the way down to 40 m/h pressing the gas all the way down. Hybrid system warning light was flashing. Could have been hit by other vehicles on freeway I had to put my hazard flashing signal and wait for the right moment to pull my car off the road and to emergency lane to stop. The first time car was towed to dealer. And dealer was able to confirm the Problem. The spent 2 weeks at dealer until the claimed they had to contact the manufacture and ended up replacing a wire harness they thought water got into it, paid over $600 for this fix. Few months later same problem they ended replacing some sensors due to a recall. A week later happened again all 3 time on the freeway. The check engine light was on few months prior to these issue and took to dealer multiple times since was still under warranty. But the problem kept coming back. They replace fuel injector then coil pack, the 3 time I was told the engine needs to be flushed and that not covered under warranty. Not long after that the major issues with the hybrid system 3 times",IVOQ,N,,N,N,N,,,,,,65,,,,,,,,,,,,,,V,,N,N,,,B_unknown_with_sibling
1968782,11572860,Hyundai Motor America,HYUNDAI,PALISADE,2020,N,20231115,N,0,0,UNKNOWN OR OTHER,Toms River,NJ,KM8R5DHE9LU,20240220,20240220,,,"On February 2024, I took the SUV to Lynn's Hyundai for an issue with A front sensor or the braking system - The problem is when you're driving at times very often in the streets, the vehicle will automatically cause the brake sensor to go off the dashboard with light up and the brakes will engage causing the vehicle to jerk hard and or stop at times and I have a huge concern that this may cause a serious accident. I was told by Hyundai service department, that perhaps were driving to close to other vehicles to cause this, but it happened several times when there are no vehicles or objects present. Apparently they had no interest in resolving this matter, they claim that the system test showed no duplication of said issue,  vehicle was taken on a road test and they found no issues, The recall were all fixed, and I was called to pick up vehicle. I drove a few and the braking started again, so I pulled over and started recording to see if happens again and I was able to catch some of this problem on video. This has caused my husband to lose control of the vehicle causing him to hit a cone on the road. Your immediate help with this matter would be greatly appreciate. ",IVOQ,N,,N,N,N,,,,,,60,,,,,,,,,,,,,,V,,N,N,,,B_unknown_with_sibling
1824170,11472831,"Kia America, Inc.",KIA,SOUL,2019,N,20220528,N,0,0,UNKNOWN OR OTHER,Scandia ,MN,KNDJP3A59K7,20220707,20220707,,,There was no warning! Kia does not inform their customers that there is no security system on the car. The back doors do not alarm when opened and ignition can be bypassed in seconds many cars are stolen and they have not alerted customers to the problem ,IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,,,B_unknown_with_sibling
2179780,11719923,Hyundai Motor America,HYUNDAI,IONIQ 6,2025,N,20260210,N,0,0,UNKNOWN OR OTHER,Murrysville,PA,kmhm34ac4sa,20260223,20260223,,,"My leased 2025 Hyundai Ioniq 6 experienced a sudden malfunction resulting in loss of vehicle operation. The vehicle has been at the dealership with delayed diagnosis and no clear repair timeline provided. This appears to be a safety-related defect involving the electric system.  I am aware of multiple reports and recent news coverage describing similar failures in Hyundai/Kia electric vehicles related to ICCU (Integrated Charging Control Unit) defects, which can cause sudden battery discharge and loss of propulsion.  Media reports indicate that this defect has affected numerous vehicles and, in some cases, repairs have taken more than a month due to part availability and diagnosis delays.  My vehicle experienced similar symptoms, including loss of power / inability to operate normally, and the dealer has not been able to promptly resolve the issue. This appears to be a broader safety-related defect rather than an isolated incident.",IVOQ,N,,N,N,N,,,,,,20,,,,,,,,,,,,,,V,,N,N,,,B_unknown_with_sibling
1934089,11548900,"Kia America, Inc.",KIA,SOUL,2022,N,20231005,N,0,0,UNKNOWN OR OTHER,New York,NY,KNDJ23AU5N7,20231008,20231008,,,"I received a letter stating that there is a major increase in contacts focus on certain Kia and Hyundai cars, including my car that is registered in New York State. It also is televising me that I can receive advice of tools, available free of charge to help my car from getting stolen. ",IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,,,B_unknown_with_sibling
2151181,11701022,Hyundai Motor America,HYUNDAI,PALISADE,2023,N,20250201,N,0,0,UNKNOWN OR OTHER,Vista,CA,KM8R3DGE5PU,20251122,20251122,,,"The steering wheel locks briefly when the Idle Stop and Go (ISG) system restarts the vehicle. This happens intermittently, about 50% of the time. It has affected the ability to steer the vehicle properly when turning at a traffic light after the ISG system has initiated an engine shutdown and subsequent restart. This issue has been reported to our local dealership, but the technicians were not able to reproduce the issue.   We have also experienced a complete loss of electrical power in the vehicle with the ISG system a few times. Unfortunately, there is no way to permanently deactivate the ISG system; the auto stop button must be pressed every time the vehicle is used to deactivate it for that trip.",IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,,,B_unknown_with_sibling
1962400,11568443,Hyundai Motor America,HYUNDAI,ELANTRA,2014,N,20240118,N,0,0,UNKNOWN OR OTHER,ft myers,FL,KMHDH4AEXEU,20240129,20240129,,,"My car is only at 46000 miles.SinceI'm purchase from dealer it has given me the same issues of RPMs shooting up &speedometer going out of control the car wont go past 20mph & jerks back & forth, tyrning off while driving & has had a b""bad"" drive since purchase. I dont know the issue and its never been fixed by dealer even though i took it in a few times for these issues. it now foing it again. my life is in danger with this care since purchase & hyundai shouldve replaced my car or engine but they do not care. this car is a lemon. and now the car can go on fire parked or driving? what can be done..on the nextvpart of complaint im putting down ladt week sice this is the newest incident of the desc. ",IVOQ,N,,N,N,N,,,,,,20,,,,,,,,,,,,,,V,,N,N,,,B_unknown_with_sibling
2220261,11746876,Hyundai Motor America,HYUNDAI,SANTA FE,2023,N,20260617,N,0,0,UNKNOWN OR OTHER,Suffield,CT,5NMS5DAL2PH,20260627,20260627,,,"First Failure occurred 7 months after purchase at 5,270 miles on August 1, 2024.  The vehicle suddenly went into ""Limp Mode"" abruptly decelerating to 25 mph with a non-responsive gas pedal.  A code reader displayed PO653 Sensor Reference: ""Voltage B Circuit High"". Dealer found corroded wire to battery and cleaned it.  Second Failure:  Horn loss to 1 tone.  Fixed at 30K mile dealer service on June 12, 2026 and found to have faulty packing resulting in corrosion.  At the same standard service the Brake System was flushed.  3rd Failure was 5 days and 437 miles (30,712 miles) after the 30K dealer service.  On June 17, 2026 during my early morning commute while merging onto the interstate, alarms began to blare and the gas pedal suddenly became unresponsive. The initial alarms read Blind Spot Failure.  Car would not accelerate from 40 mph that it was going coming down the bridge ramp so I took the very close off ramp down from the aqua duct and the console display alert showed ""Engine Management System:  details: Braking and Body Control System with a recommendation to get  ""a full system check...TODAY"". I brought it to the dealer that afternoon and as of yesterday, 6/26/26 they can find nothing wrong, declaring it an intermittent issue and asked me to come get the car, refusing to continue looking or providing alternate options other than referring me to Hyundai Consumer Affairs.",IVOQ,N,,N,N,N,,,,,,40,,,,,,,,,,,,,,V,,N,N,MA,,B_unknown_with_sibling
2161721,11707899,Hyundai Motor America,HYUNDAI,SANTA FE,2025,N,20251210,N,0,0,UNKNOWN OR OTHER,Torrance,CA,5NMP5DG17SH,20251230,20251230,,,"I am submitting this complaint to formally report ongoing and unresolved vehicle safety defects involving a leased 2025 Hyundai Santa Fe. These defects include persistent toxic or chemical odors inside the passenger cabin, electrical and body control system malfunctions, and unintended vehicle operations that present serious risks to occupant health, vehicle security, and public safety. Despite multiple service visits and repeated requests, Hyundai dealerships have refused or failed to conduct comprehensive diagnostic testing, leaving the vehicle in an unsafe and unreliable condition.  ",IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,,,B_unknown_with_sibling
1820082,11469891,"Kia America, Inc.",KIA,SPORTAGE,2012,N,20220617,Y,0,0,UNKNOWN OR OTHER,Detroit,MI,KNDPCCA28C7,20220618,20220618,,,"My vehicle had just recently been parked and turned off after only having driven 10 miles. Upon returning to my car less than 5 minutes later, a plume of white smoke and a small flame could be seen below the hood of the car. Within minutes the entire engine was engulfed in flames. By the time the Fire Department arrived, the blaze had already reached the rear of the vehicle. Everything was completely lost. ",IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,,,B_unknown_with_sibling
1822562,11471647,Hyundai Motor America,HYUNDAI,SANTA FE,2021,N,20220629,N,0,0,UNKNOWN OR OTHER,Hudson,FL,5NMS44AL4MH,20220629,20220629,,,"I keep my vehicle backed into my single car garage. I have had 3 incidents in the last couple of months Beginning of mayish to now, where I start the vehicle, put it in drive and it does not drive. Twice it started to reverse and today it acted as though it were in neutral.  I've taken video of the last 2 incidents showing that drive is selected, the dashboard and the Birdseye camera. My dealership is working to resolve but has stated to plan on my vehicle being there for awhile. This seems to be quite dangerous. When I turn the vehicle off and restart it, drive works.",IVOQ,N,,N,N,N,,,,,,0,,,,,,,,,,,,,,V,,N,N,,,B_unknown_with_sibling
1969243,11573189,"Kia America, Inc.",KIA,SORENTO,2016,N,20231025,N,0,0,UNKNOWN OR OTHER,Cumming,GA,5XYPK4A5XGG,20240221,20240221,,,"The engine of the vehicle and other parts had a problem which had caused the vehicle to not accelerate fast enough. It also made the car shake when it was stopped. The component that is malfunctioning is available for inspection. If the car does not accelerate on the road, then it can cause a crash which can lead to injuries or even death. Especially if the car has to turn left and other cars are incoming, it can lead to serious issues if the car does not go fast enough. It can lead to injuries to the driver and the passengers. The vehicle was initially put for inspection to the manufacturer in Lou Sobh Kia, ""fixed"", and then was given back in a condition where the effects stated above continued to occur. We then took the vehicle back to the manufacturer where they further reviewed the car. They reviewed it again and did not tell us enough information about the issues going on with the car. Since we did not think they were reviewing the car properly, we took it Rick Case Kia where they were able to spot out the engine problem. It was also reviewed by a Korean service center and Good Year where they both told us that it was an engine and timing belt/chain problem, whereas Lou Sobh Kia weren't able to properly capture the issue. Both the engine light and oil light were on which is why we took it to Kia Lou Sobh, and they first appeared around October-November 2023. ",IVOQ,N,,N,N,N,,,,,,45,,,,,,,,,,,,,,V,,N,N,,,C_unknown_no_sibling
1917921,11537776,"Kia America, Inc.",KIA,NIRO,2019,N,20220802,Y,0,0,UNKNOWN OR OTHER,Johnstown ,CO,KNDCB3LC9K5,20230810,20230810,,,"It caught on fire and burnt my house down when it was in my carport. Not sure why but it happened august 2,2022. ",IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,,,C_unknown_no_sibling
1857002,11495804,"Kia America, Inc.",KIA,TELLURIDE,2022,N,20220708,N,0,0,UNKNOWN OR OTHER,Gainesville,GA,5XYP54HC3NG,20221202,20221202,,,"The windows are very loose, if they are down or cracked while driving 60mph+ they shake and rattle seeming like they are going to bust. I only have video proof. The dealership wasnât able to test drive the vehicle at the speed the problem occurs",IVOQ,N,,N,N,N,,,,,,60,,,,,,,,,,,,,,V,,N,N,,,C_unknown_no_sibling
2180760,11720602,Hyundai Motor America,HYUNDAI,KONA,2021,N,20260226,N,0,0,UNKNOWN OR OTHER,Kingston,GA,Km8k1caa8mu,20260226,20260226,,,"Was driving when the car seemed to lose power and would not accelerate and started shaking. Check engine light came on and got it read, the code indicated a misfire and other errors. There was no one local to fix it as we were out of town. So we replaced the plugs that were indicated and noticed how badly damaged they were. Vehicle started to drive better before stalling out again and replacing the rest of the plugs. Was able to get it home and seemed to be driving normally but then we noticed it has an oil leak now. We have to keep a religious check on the oil because of the amount leaking and the fact the car isn't giving us a low oil warning. We took it to the dealership and they said we needed a new engine and it was just outside the power train warranty. All of this occurred our 78,000-80,000 mile mark. The dealer would not even change the oil before of how bad the leak was. This car was for our teenage daughter and its not safe for anyone to drive. I believe the dealership knew this car had issues, we bought it pre-owned and have only had it 6 months. ",IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,GA,,C_unknown_no_sibling
1885176,11515331,Hyundai Motor America,HYUNDAI,ELANTRA,2017,N,20230327,N,0,0,UNKNOWN OR OTHER,Montville,CT,5NPD84LF8HH,20230404,20230404,,,I bought my 17 Hyundai Elantra back in august 22 and noticed sometime after buying it that it smelled like coolant burning when it ran. So I kept my eye out to see if there where any leaks no leaks. Sometime this year I took the car to central Hyundai to get it looked at cause of the burning coolant smell and because after it had been running if I opened the engine oil area on the top of the engine smoke would come out and the oil was pitch black no coolant was mixing with the oil though. The service area there told me that the car was fine and that it was just burning oil because it was an old car. I went out of state for a few days after that so I got a rental instead of taking my car thankfully cause I drove the car for 2 days when I got back and the engine went completely. I was driving down the road and I spun a bearing then blew a piston through the engine block oil leaked all under the car. I called the dealership that looked at it to complain and they completely switched up what happened the day I got my car looked at and said that hd told me it would be best for him to keep the car to look at longer which is not true. I called Hyundai manufacture customer support and they didnât care because of the mileage I have 116000 about and bought the car with about 98000,IVOQ,N,,N,N,N,,,,,,30,,,,,,,,,,,,,,V,,N,N,,,C_unknown_no_sibling
1797790,11453957,"Kia America, Inc.",KIA,SORENTO,2014,N,20170721,N,0,0,UNKNOWN OR OTHER,Burbank,CA,5XYKW4A71EG,20220224,20220224,,,"After about 59,000 miles I noticed that the paint on my vehicle began to bubble and chip then rapidly began peeling off.  Over the years this has gotten progressively worse and has now moved to different parts of the vehicle.  I have included images of the vehicle and all of the locations it is peeling.  I also included an image of water pooling between the paint and vehicle.  This is a great concern as my vehicle is still is continuing to peel and the entire paint job is now compromised and leading to rust and damage to the body. The various parts of the vehicle that are peeling are the roof, the driver and passenger sides above the windows, as well as now the diver's side fender.  Pretty soon my entire vehicle is no longer going to be white but rather be rust colored.  This is unacceptable and needs to be fixed as this is not normal for a vehicle's paint to peel this quickly and in giant pieces.  ",IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,,,C_unknown_no_sibling
2155522,11703873,"Kia America, Inc.",KIA,OPTIMA,2019,N,20251028,N,0,0,UNKNOWN OR OTHER,Knoxville,TN,5XXGT4L3XKG,20251209,20251209,,,Unknown needing help with new purchased car. Bought this car October/2025 with 93k on engine.  Already been to dealership i Bought it from to have current issues im dealing with checked out and they only listen to it and said it was injector ticking clatter.  Since then ive seen white smoke and the car burning excessive oil. I am adding oil to the car every 2-3 days. Still noticeable smoke and smell of burning oil. No recall on this vin. It seems as if this is a huge problem with this engine.  Please help  ,IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,,,C_unknown_no_sibling
1842657,11485801,"Kia America, Inc.",KIA,OPTIMA,2016,N,20220917,N,0,0,UNKNOWN OR OTHER,Altamonte Springs,FL,5XXGT4L3XGG,20220922,20220922,,,"On Saturday, 09/17, I took my vehicle in for a standard oil change & alignment with a 3-party mechanic (pepboys).  Once the work was done I was informed by the mechanic that the Driver's side window was in the down position and would not go back up.  I was informed that it was because the Regulator went out and it is a Kia only part.  Kia is unavailable on the weekends so they would get the part on Monday.  On Tuesday, 09/20 Pepboys was able to get the part and repair the window to the tune of $822.67.  The part alone was $542. Today, Thursday, 09/22 on my drive into work the back Driver's side window began to slide down while I was driving.  This is a severe safety hazard that needs to be address by Kia.  The Window Regulators will fail without warning & while the vehicle is in motion.  I have 60k miles, this is not a high mileage vehicle.     ",IVOQ,N,,N,N,N,,,,,,40,,,,,,,,,,,,,,V,,N,N,,,C_unknown_no_sibling
1994644,11590934,Hyundai Motor America,HYUNDAI,ELANTRA,2024,N,20240525,N,0,0,UNKNOWN OR OTHER,Dover,DE,KMHLS4DG3RU,20240527,20240527,,,   Yesterday May 26 2024 while my husband was driving he had on the air conditioner in our car. Suddenly the warning light went off that car was overheating.  This also happened the day before. He was stopped at a light the 2nd time. The car has less then 7000 miles. We recently had the oil and air filter changed at Hyundai dealership. There was no problems at the time of service a month ago. All fluids were normal and everything seemed fine. I don't know why this happened. I googled 2024 Hyundai Elantra and another customer with EXACT same model is also have this SAME issue.,IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,,,C_unknown_no_sibling
2078659,11651644,"Kia America, Inc.",KIA,FORTE,2011,N,20250315,N,0,0,UNKNOWN OR OTHER,Kearny,NJ,KNAFT4A22B5,20250330,20250330,,,While driving on my home the car started accelerating on its own.Good thing I was already close to my house. ,IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,,,C_unknown_no_sibling
1921909,11540505,"Kia America, Inc.",KIA,SOUL,2014,N,20230808,N,0,0,UNKNOWN OR OTHER,Luverne ,MN,KNDJN2A22E7,20230824,20230824,,,Car knocks bad. Air has never worked well. Car had been stolen before.  Insurance did not do anything. My insurance has gone up because of the security system scandal. ,IVOQ,N,,N,N,N,,,,,,0,,,,,,,,,,,,,,V,,N,N,,,C_unknown_no_sibling
2026939,11616008,"Kia America, Inc.",KIA,EV9,2024,N,20240923,N,0,0,UNKNOWN OR OTHER,Seattle,WA,KNDADFS52R6,20240923,20240923,,,"The control screen with speedometer, all the advanced driving systems has blanked twice. The car still drives fine,  but I couldnât  tell how fast I was going or access any of the advanced driving features or warnings using a camera. I wasnât even sure if my turn signal was going until I got out and checked. All the online forums advise to turn off and lock car for 30 minutes and restart, which has worked, but the first time it happened I was driving downtown and couldnât tell whether any of my external signals were working. The second time (several weeks later)  driving carpool. Get out and wait 30 minutes is not feasible.  Because they were spaced rather far apart, I donât feel like itâs a single software update issue.  ",IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,,,C_unknown_no_sibling
1966210,11571085,"Kia America, Inc.",KIA,FORTE,2018,N,20220718,N,0,0,UNKNOWN OR OTHER,Kansas City ,MO,3KPFK4A77JE,20240209,20240209,,,Trunk opens unexpectedly ,IVOQ,N,,N,N,N,,,,,,0,,,,,,,,,,,,,,V,,N,N,,,C_unknown_no_sibling
2136061,11691126,"Kia America, Inc.",KIA,OPTIMA,2020,N,20250903,N,0,0,UNKNOWN OR OTHER,Franklin Park,NJ,5XXGW4L29LG,20251003,20251003,,,The turbo system on the car burns oil at a rapid rate. Had to pay $4000 to replace and still continues to give me problems and check engine light. Violates lemon law. Had replaced in September but was giving me problems well before and finally took it to the dealer for repair ,IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,,,RANDOM
2169816,11713252,"Kia America, Inc.",KIA,OPTIMA,2019,N,20260113,N,0,0,UNKNOWN OR OTHER,Sacramento,CA,5XXGU4L13KG,20260125,20260125,,,The paint is bubbling and falling off in spots. This is ruining our trade-in value. The dealer says it always happens to white vehicles. ,IVOQ,N,,N,N,N,,,,,,35,,,,,,,,,,,,,,V,,N,N,,,RANDOM
1910150,11532470,Hyundai Motor America,HYUNDAI,IONIQ 5,2022,N,20221210,N,0,0,ELECTRICAL SYSTEM,Bentonville,AR,KM8KM4AE2NU,20230715,20230715,,,"1.We purchased the vehicle (Hyundai Ioniq 5, 2022 Model) on MAY 20, 2022. 2.The vehicle was acceptable until it started to fail on us while we were on the road, and soon after the vehicle crawled home at limited power and came to a stop, it would no longer even turn on. 3.Then started our nightmare with Hyundai USA. We called the service department and they told us, based on our brief description of what happened, that our vehicle would be unsafe to drive a single more mile (which was impossible anyhow because it wouldnât turn on), and to tow our vehicle to Hyundai dealership in Fayetteville, AR for repair on DECEMBER 27, 2022 at our own expense. 4. From what Hyundai, Fayetteville, AR's service engineer named Evan told us, they have replaced the fuse no less than four times and it kept blowing when they went to test the vehicle. After the basic fuse replacement, it caused the problem to become worse, and revealed an ICCU problem, that then revealed acceleration and charging problems, and the initial fuse problem still persisted. Codes kept popping up, and whenever they fixed the current issue, another one would present. Long story short, it turned out the vehicle was experiencing âmass power surges,â issues with the batteries, and displaying codes for reasons they were unsure of, causing the basic fuse replacement to âpop.â They even called in a Hyundai Engineer directly from corporate to try to fix the vehicle, but according to Evan, even he had no idea what was wrong with the vehicle and had left with some data.",IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,,,RANDOM
2195083,11730096,Hyundai Motor America,HYUNDAI,ELANTRA,2013,N,20260407,Y,0,0,UNKNOWN OR OTHER,SAIPAN,MP,KMHDH4AE1DU,20260409,20260409,,,My mother's vehicle caught fire while in park and itâs listed under a fire-risk recall. Another car got damage with the fire. I want to open a claim.,IVOQ,Y,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,MP,,RANDOM
1798754,11454617,Hyundai Motor America,HYUNDAI,ELANTRA,2017,N,20220226,N,0,0,UNKNOWN OR OTHER,Van Lear,KY,5NPD74LF5HH,20220301,20220301,,,While driving on highway the vehicle quit running and would not restart. It seemed it lost power prior to completely dying. Check engine light came on when starting and had some hesitation but started then once on highway stalled out. Paint is also coming off hood color is Pearl White,IVOQ,N,,N,N,N,,,,,,25,,,,,,,,,,,,,,V,,N,N,,,RANDOM
1895104,11522177,Hyundai Motor America,HYUNDAI,SONATA,2017,N,20230513,N,0,0,UNKNOWN OR OTHER,Salem ,OR,KMHE24L31HA,20230515,20230515,,,Check Hybrid system. Turn off engine.  Driving one hour in 90 degree temperature and this warning appeared on dash with VERY loud warning. Warning continued until I found a safe spot to pull off the road out of traffic note loud warning continued until I was able to shut off the engine. ,IVOQ,N,,N,N,N,,,,,,59,,,,,,,,,,,,,,V,,N,N,,,RANDOM
2009038,11603406,Hyundai Motor America,HYUNDAI,SONATA,2012,N,20220601,N,0,0,VEHICLE SPEED CONTROL:ACCELERATOR PEDAL,North Augusta,SC,5NPEC4AB9CH,20240719,20240719,0,,"The contact owns a 2012 Hyundai Sonata. The contact stated that while her daughter was driving at undisclosed speeds, the vehicle was jerking abnormally. The passenger's side front tire was extremely hot. The contact stated that the RPM increased to high, and the vehicle lost motive power while driving. The contact stated that while the accelerator pedal was depressed, the vehicle was slow to respond. There was an abnormal electrical burning odor detected. The vehicle was hard to start. The contact stated that the check engine and ABS warning lights were illuminated. On several occasions, the vehicle was taken to the local dealer, who was unable to retrieve any DTC trouble codes. The bearing was fine but was replaced at the owner's request. The mechanic test-drove the vehicle for five hundred miles but was unable to duplicate the failure. The mechanic informed the contact that the ECM was fried. The ECM was replaced, but no update was provided. Additionally, the mechanic informed the contact that the wiring harness had a short circuit and that the wiring harness needed to be replaced. The vehicle was repaired, but the failure persisted. The manufacturer was contacted, but no assistance was provided. The failure mileage was unknown.",EVOQ,N,,N,N,N,,,,,,0,,,,,,,,,,,,,,V,,N,N,,,RANDOM
