model,month,count,baseline_avg6,signal
ENTOURAGE,2023-07,0,0.16666666666666666,False
ENTOURAGE,2023-08,0,0.16666666666666666,False
ENTOURAGE,2023-09,0,0.16666666666666666,False
ENTOURAGE,2023-10,0,0.16666666666666666,False
ENTOURAGE,2023-11,0,0.0,False
ENTOURAGE,2023-12,0,0.0,False
ENTOURAGE,2024-01,0,0.0,False
ENTOURAGE,2024-02,0,0.0,False
ENTOURAGE,2024-03,0,0.0,False
ENTOURAGE,2024-04,0,0.0,False
ENTOURAGE,2024-05,0,0.0,False
ENTOURAGE,2024-06,0,0.0,False
ENTOURAGE,2024-07,0,0.0,False
ENTOURAGE,2024-08,0,0.0,False
ENTOURAGE,2024-09,0,0.0,False
ENTOURAGE,2024-10,0,0.0,False
ENTOURAGE,2024-11,0,0.0,False
ENTOURAGE,2024-12,0,0.0,False
ENTOURAGE,2025-01,0,0.0,False
ENTOURAGE,2025-02,0,0.0,False
ENTOURAGE,2025-03,0,0.0,False
ENTOURAGE,2025-04,0,0.0,False
ENTOURAGE,2025-05,0,0.0,False
ENTOURAGE,2025-06,0,0.0,False
ENTOURAGE,2025-07,0,0.0,False
ENTOURAGE,2025-08,0,0.0,False
ENTOURAGE,2025-09,0,0.0,False
ENTOURAGE,2025-10,0,0.0,False
ENTOURAGE,2025-11,0,0.0,False
ENTOURAGE,2025-12,0,0.0,False
ENTOURAGE,2026-01,0,0.0,False
ENTOURAGE,2026-02,0,0.0,False
ENTOURAGE,2026-03,0,0.0,False
ENTOURAGE,2026-04,0,0.0,False
ENTOURAGE,2026-05,0,0.0,False
ENTOURAGE,2026-06,0,0.0,False
EQUUS,2022-07,0,0.0,False
EQUUS,2022-08,0,0.0,False
EQUUS,2022-09,0,0.0,False
EQUUS,2022-10,0,0.0,False
EQUUS,2022-11,0,0.0,False
EQUUS,2022-12,0,0.0,False
EQUUS,2023-01,1,0.0,False
EQUUS,2023-02,0,0.16666666666666666,False
EQUUS,2023-03,0,0.16666666666666666,False
EQUUS,2023-04,0,0.16666666666666666,False
EQUUS,2023-05,0,0.16666666666666666,False
EQUUS,2023-06,0,0.16666666666666666,False
EQUUS,2023-07,0,0.16666666666666666,False
EQUUS,2023-08,0,0.0,False
EQUUS,2023-09,0,0.0,False
EQUUS,2023-10,0,0.0,False
EQUUS,2023-11,0,0.0,False
EQUUS,2023-12,1,0.0,False
EQUUS,2024-01,0,0.16666666666666666,False
EQUUS,2024-02,1,0.16666666666666666,False
EQUUS,2024-03,1,0.3333333333333333,False
EQUUS,2024-04,0,0.5,False
EQUUS,2024-05,1,0.5,False
EQUUS,2024-06,0,0.6666666666666666,False
EQUUS,2024-07,1,0.5,False
EQUUS,2024-08,0,0.6666666666666666,False
EQUUS,2024-09,0,0.5,False
EQUUS,2024-10,0,0.3333333333333333,False
EQUUS,2024-11,0,0.3333333333333333,False
EQUUS,2024-12,0,0.16666666666666666,False
EQUUS,2025-01,0,0.16666666666666666,False
EQUUS,2025-02,0,0.0,False
EQUUS,2025-03,0,0.0,False
EQUUS,2025-04,0,0.0,False
EQUUS,2025-05,0,0.0,False
EQUUS,2025-06,1,0.0,False
EQUUS,2025-07,0,0.16666666666666666,False
EQUUS,2025-08,0,0.16666666666666666,False
EQUUS,2025-09,0,0.16666666666666666,False
EQUUS,2025-10,0,0.16666666666666666,False
EQUUS,2025-11,0,0.16666666666666666,False
EQUUS,2025-12,0,0.16666666666666666,False
EQUUS,2026-01,0,0.0,False
EQUUS,2026-02,0,0.0,False
EQUUS,2026-03,0,0.0,False
EQUUS,2026-04,0,0.0,False
EQUUS,2026-05,0,0.0,False
EQUUS,2026-06,1,0.0,False
EV6,2022-07,1,0.16666666666666666,False
EV6,2022-08,9,0.3333333333333333,False
EV6,2022-09,2,1.8333333333333333,False
EV6,2022-10,4,2.1666666666666665,False
EV6,2022-11,2,2.6666666666666665,False
EV6,2022-12,0,3.0,False
EV6,2023-01,2,3.0,False
EV6,2023-02,3,3.1666666666666665,False
EV6,2023-03,1,2.1666666666666665,False
EV6,2023-04,4,2.0,False
EV6,2023-05,4,2.0,False
EV6,2023-06,15,2.3333333333333335,True
EV6,2023-07,17,4.833333333333333,True
EV6,2023-08,4,7.333333333333333,False
EV6,2023-09,10,7.5,False
EV6,2023-10,11,9.0,False
EV6,2023-11,4,10.166666666666666,False
EV6,2023-12,7,10.166666666666666,False
EV6,2024-01,6,8.833333333333334,False
EV6,2024-02,5,7.0,False
EV6,2024-03,23,7.166666666666667,True
EV6,2024-04,12,9.333333333333334,False
EV6,2024-05,7,9.5,False
EV6,2024-06,4,10.0,False
EV6,2024-07,2,9.5,False
EV6,2024-08,2,8.833333333333334,False
EV6,2024-09,5,8.333333333333334,False
EV6,2024-10,2,5.333333333333333,False
EV6,2024-11,7,3.6666666666666665,False
EV6,2024-12,6,3.6666666666666665,False
EV6,2025-01,7,4.0,False
EV6,2025-02,15,4.833333333333333,True
EV6,2025-03,13,7.0,False
EV6,2025-04,21,8.333333333333334,True
EV6,2025-05,5,11.5,False
EV6,2025-06,7,11.166666666666666,False
EV6,2025-07,5,11.333333333333334,False
EV6,2025-08,2,11.0,False
EV6,2025-09,8,8.833333333333334,False
EV6,2025-10,3,8.0,False
EV6,2025-11,9,5.0,False
EV6,2025-12,27,5.666666666666667,True
EV6,2026-01,41,9.0,True
EV6,2026-02,71,15.0,True
EV6,2026-03,50,26.5,False
EV6,2026-04,29,33.5,False
EV6,2026-05,15,37.833333333333336,False
EV6,2026-06,11,38.833333333333336,False
EV9,2022-07,0,0.0,False
EV9,2022-08,0,0.0,False
EV9,2022-09,0,0.0,False
EV9,2022-10,0,0.0,False
EV9,2022-11,0,0.0,False
EV9,2022-12,0,0.0,False
EV9,2023-01,0,0.0,False
EV9,2023-02,0,0.0,False
EV9,2023-03,0,0.0,False
EV9,2023-04,0,0.0,False
EV9,2023-05,0,0.0,False
EV9,2023-06,0,0.0,False
EV9,2023-07,0,0.0,False
EV9,2023-08,0,0.0,False
EV9,2023-09,0,0.0,False
EV9,2023-10,0,0.0,False
EV9,2023-11,0,0.0,False
EV9,2023-12,0,0.0,False
EV9,2024-01,0,0.0,False
EV9,2024-02,1,0.0,False
EV9,2024-03,0,0.16666666666666666,False
EV9,2024-04,9,0.16666666666666666,False
EV9,2024-05,1,1.6666666666666667,False
EV9,2024-06,1,1.8333333333333333,False
EV9,2024-07,0,2.0,False
EV9,2024-08,1,2.0,False
EV9,2024-09,52,2.0,True
EV9,2024-10,70,10.666666666666666,True
EV9,2024-11,13,20.833333333333332,False
EV9,2024-12,16,22.833333333333332,False
EV9,2025-01,4,25.333333333333332,False
EV9,2025-02,2,26.0,False
EV9,2025-03,17,26.166666666666668,False
EV9,2025-04,2,20.333333333333332,False
EV9,2025-05,4,9.0,False
EV9,2025-06,3,7.5,False
EV9,2025-07,3,5.333333333333333,False
EV9,2025-08,3,5.166666666666667,False
EV9,2025-09,2,5.333333333333333,False
EV9,2025-10,6,2.8333333333333335,False
EV9,2025-11,0,3.5,False
EV9,2025-12,2,2.8333333333333335,False
EV9,2026-01,8,2.6666666666666665,False
EV9,2026-02,5,3.5,False
EV9,2026-03,5,3.8333333333333335,False
EV9,2026-04,4,4.333333333333333,False
EV9,2026-05,3,4.0,False
EV9,2026-06,0,4.5,False
FORTE,2022-07,3,5.5,False
FORTE,2022-08,5,4.833333333333333,False
FORTE,2022-09,5,4.833333333333333,False
FORTE,2022-10,9,5.166666666666667,False
FORTE,2022-11,7,5.5,False
FORTE,2022-12,7,6.0,False
FORTE,2023-01,7,6.0,False
FORTE,2023-02,10,6.666666666666667,False
FORTE,2023-03,1,7.5,False
FORTE,2023-04,5,6.833333333333333,False
FORTE,2023-05,5,6.166666666666667,False
FORTE,2023-06,14,5.833333333333333,True
FORTE,2023-07,13,7.0,False
FORTE,2023-08,8,8.0,False
FORTE,2023-09,11,7.666666666666667,False
FORTE,2023-10,9,9.333333333333334,False
FORTE,2023-11,8,10.0,False
FORTE,2023-12,10,10.5,False
FORTE,2024-01,15,9.833333333333334,False
FORTE,2024-02,7,10.166666666666666,False
FORTE,2024-03,9,10.0,False
FORTE,2024-04,6,9.666666666666666,False
FORTE,2024-05,7,9.166666666666666,False
FORTE,2024-06,8,9.0,False
FORTE,2024-07,12,8.666666666666666,False
FORTE,2024-08,10,8.166666666666666,False
FORTE,2024-09,5,8.666666666666666,False
FORTE,2024-10,8,8.0,False
FORTE,2024-11,11,8.333333333333334,False
FORTE,2024-12,5,9.0,False
FORTE,2025-01,5,8.5,False
FORTE,2025-02,12,7.333333333333333,False
FORTE,2025-03,9,7.666666666666667,False
FORTE,2025-04,4,8.333333333333334,False
FORTE,2025-05,2,7.666666666666667,False
FORTE,2025-06,7,6.166666666666667,False
FORTE,2025-07,5,6.5,False
FORTE,2025-08,6,6.5,False
FORTE,2025-09,18,5.5,True
FORTE,2025-10,8,7.0,False
FORTE,2025-11,8,7.666666666666667,False
FORTE,2025-12,10,8.666666666666666,False
FORTE,2026-01,8,9.166666666666666,False
FORTE,2026-02,9,9.666666666666666,False
FORTE,2026-03,10,10.166666666666666,False
FORTE,2026-04,2,8.833333333333334,False
FORTE,2026-05,3,7.833333333333333,False
FORTE,2026-06,10,7.0,False
GENESIS,2022-07,2,1.3333333333333333,False
GENESIS,2022-08,0,1.1666666666666667,False
GENESIS,2022-09,1,0.6666666666666666,False
GENESIS,2022-10,0,0.8333333333333334,False
GENESIS,2022-11,0,0.6666666666666666,False
GENESIS,2022-12,0,0.6666666666666666,False
GENESIS,2023-01,0,0.5,False
GENESIS,2023-02,7,0.16666666666666666,False
GENESIS,2023-03,2,1.3333333333333333,False
GENESIS,2023-04,4,1.5,False
GENESIS,2023-05,6,2.1666666666666665,False
GENESIS,2023-06,4,3.1666666666666665,False
GENESIS,2023-07,0,3.8333333333333335,False
GENESIS,2023-08,1,3.8333333333333335,False
GENESIS,2023-09,3,2.8333333333333335,False
GENESIS,2023-10,0,3.0,False
GENESIS,2023-11,3,2.3333333333333335,False
GENESIS,2023-12,8,1.8333333333333333,False
GENESIS,2024-01,3,2.5,False
GENESIS,2024-02,1,3.0,False
GENESIS,2024-03,5,3.0,False
GENESIS,2024-04,15,3.3333333333333335,True
GENESIS,2024-05,12,5.833333333333333,True
GENESIS,2024-06,10,7.333333333333333,False
GENESIS,2024-07,6,7.666666666666667,False
GENESIS,2024-08,4,8.166666666666666,False
GENESIS,2024-09,5,8.666666666666666,False
GENESIS,2024-10,4,8.666666666666666,False
GENESIS,2024-11,0,6.833333333333333,False
GENESIS,2024-12,1,4.833333333333333,False
GENESIS,2025-01,5,3.3333333333333335,False
GENESIS,2025-02,3,3.1666666666666665,False
GENESIS,2025-03,1,3.0,False
GENESIS,2025-04,4,2.3333333333333335,False
GENESIS,2025-05,0,2.3333333333333335,False
GENESIS,2025-06,1,2.3333333333333335,False
GENESIS,2025-07,1,2.3333333333333335,False
GENESIS,2025-08,1,1.6666666666666667,False
GENESIS,2025-09,0,1.3333333333333333,False
GENESIS,2025-10,4,1.1666666666666667,False
GENESIS,2025-11,1,1.1666666666666667,False
GENESIS,2025-12,2,1.3333333333333333,False
GENESIS,2026-01,4,1.5,False
GENESIS,2026-02,4,2.0,False
GENESIS,2026-03,2,2.5,False
GENESIS,2026-04,1,2.8333333333333335,False
GENESIS,2026-05,2,2.3333333333333335,False
GENESIS,2026-06,1,2.5,False
GENESIS COUPE,2022-07,0,0.0,False
GENESIS COUPE,2022-08,0,0.0,False
GENESIS COUPE,2022-09,0,0.0,False
GENESIS COUPE,2022-10,0,0.0,False
GENESIS COUPE,2022-11,0,0.0,False
GENESIS COUPE,2022-12,0,0.0,False
GENESIS COUPE,2023-01,1,0.0,False
GENESIS COUPE,2023-02,0,0.16666666666666666,False
GENESIS COUPE,2023-03,0,0.16666666666666666,False
GENESIS COUPE,2023-04,0,0.16666666666666666,False
GENESIS COUPE,2023-05,0,0.16666666666666666,False
GENESIS COUPE,2023-06,1,0.16666666666666666,False
GENESIS COUPE,2023-07,0,0.3333333333333333,False
GENESIS COUPE,2023-08,0,0.16666666666666666,False
GENESIS COUPE,2023-09,0,0.16666666666666666,False
GENESIS COUPE,2023-10,0,0.16666666666666666,False
GENESIS COUPE,2023-11,2,0.16666666666666666,False
GENESIS COUPE,2023-12,0,0.5,False
GENESIS COUPE,2024-01,1,0.3333333333333333,False
GENESIS COUPE,2024-02,3,0.5,False
GENESIS COUPE,2024-03,2,1.0,False
GENESIS COUPE,2024-04,0,1.3333333333333333,False
GENESIS COUPE,2024-05,1,1.3333333333333333,False
GENESIS COUPE,2024-06,1,1.1666666666666667,False
GENESIS COUPE,2024-07,1,1.3333333333333333,False
GENESIS COUPE,2024-08,0,1.3333333333333333,False
GENESIS COUPE,2024-09,0,0.8333333333333334,False
GENESIS COUPE,2024-10,2,0.5,False
GENESIS COUPE,2024-11,2,0.8333333333333334,False
GENESIS COUPE,2024-12,2,1.0,False
GENESIS COUPE,2025-01,0,1.1666666666666667,False
GENESIS COUPE,2025-02,1,1.0,False
GENESIS COUPE,2025-03,1,1.1666666666666667,False
GENESIS COUPE,2025-04,0,1.3333333333333333,False
GENESIS COUPE,2025-05,0,1.0,False
GENESIS COUPE,2025-06,0,0.6666666666666666,False
GENESIS COUPE,2025-07,0,0.3333333333333333,False
GENESIS COUPE,2025-08,0,0.3333333333333333,False
GENESIS COUPE,2025-09,0,0.16666666666666666,False
GENESIS COUPE,2025-10,0,0.0,False
GENESIS COUPE,2025-11,0,0.0,False
GENESIS COUPE,2025-12,1,0.0,False
GENESIS COUPE,2026-01,1,0.16666666666666666,False
GENESIS COUPE,2026-02,0,0.3333333333333333,False
GENESIS COUPE,2026-03,0,0.3333333333333333,False
GENESIS COUPE,2026-04,0,0.3333333333333333,False
GENESIS COUPE,2026-05,0,0.3333333333333333,False
GENESIS COUPE,2026-06,1,0.3333333333333333,False
HYUNDAI,2022-07,0,0.0,False
HYUNDAI,2022-08,0,0.0,False
HYUNDAI,2022-09,0,0.0,False
HYUNDAI,2022-10,1,0.0,False
HYUNDAI,2022-11,0,0.16666666666666666,False
HYUNDAI,2022-12,0,0.16666666666666666,False
HYUNDAI,2023-01,0,0.16666666666666666,False
HYUNDAI,2023-02,0,0.16666666666666666,False
HYUNDAI,2023-03,0,0.16666666666666666,False
HYUNDAI,2023-04,0,0.16666666666666666,False
HYUNDAI,2023-05,0,0.0,False
HYUNDAI,2023-06,0,0.0,False
HYUNDAI,2023-07,0,0.0,False
HYUNDAI,2023-08,0,0.0,False
HYUNDAI,2023-09,0,0.0,False
HYUNDAI,2023-10,0,0.0,False
HYUNDAI,2023-11,0,0.0,False
HYUNDAI,2023-12,0,0.0,False
HYUNDAI,2024-01,0,0.0,False
HYUNDAI,2024-02,0,0.0,False
HYUNDAI,2024-03,0,0.0,False
HYUNDAI,2024-04,0,0.0,False
HYUNDAI,2024-05,0,0.0,False
HYUNDAI,2024-06,0,0.0,False
HYUNDAI,2024-07,0,0.0,False
HYUNDAI,2024-08,0,0.0,False
HYUNDAI,2024-09,0,0.0,False
HYUNDAI,2024-10,0,0.0,False
HYUNDAI,2024-11,0,0.0,False
HYUNDAI,2024-12,0,0.0,False
HYUNDAI,2025-01,0,0.0,False
HYUNDAI,2025-02,0,0.0,False
HYUNDAI,2025-03,0,0.0,False
HYUNDAI,2025-04,0,0.0,False
HYUNDAI,2025-05,0,0.0,False
HYUNDAI,2025-06,0,0.0,False
HYUNDAI,2025-07,0,0.0,False
HYUNDAI,2025-08,0,0.0,False
HYUNDAI,2025-09,0,0.0,False
HYUNDAI,2025-10,0,0.0,False
HYUNDAI,2025-11,0,0.0,False
HYUNDAI,2025-12,0,0.0,False
HYUNDAI,2026-01,0,0.0,False
HYUNDAI,2026-02,0,0.0,False
HYUNDAI,2026-03,0,0.0,False
HYUNDAI,2026-04,0,0.0,False
HYUNDAI,2026-05,0,0.0,False
HYUNDAI,2026-06,0,0.0,False
IONIQ,2022-07,0,0.0,False
IONIQ,2022-08,0,0.0,False
IONIQ,2022-09,0,0.0,False
IONIQ,2022-10,0,0.0,False
IONIQ,2022-11,0,0.0,False
IONIQ,2022-12,0,0.0,False
IONIQ,2023-01,0,0.0,False
IONIQ,2023-02,0,0.0,False
IONIQ,2023-03,0,0.0,False
IONIQ,2023-04,0,0.0,False
IONIQ,2023-05,0,0.0,False
IONIQ,2023-06,0,0.0,False
IONIQ,2023-07,0,0.0,False
IONIQ,2023-08,0,0.0,False
IONIQ,2023-09,0,0.0,False
IONIQ,2023-10,0,0.0,False
IONIQ,2023-11,0,0.0,False
IONIQ,2023-12,0,0.0,False
IONIQ,2024-01,0,0.0,False
IONIQ,2024-02,0,0.0,False
IONIQ,2024-03,0,0.0,False
IONIQ,2024-04,0,0.0,False
IONIQ,2024-05,0,0.0,False
IONIQ,2024-06,0,0.0,False
IONIQ,2024-07,0,0.0,False
IONIQ,2024-08,0,0.0,False
IONIQ,2024-09,0,0.0,False
IONIQ,2024-10,0,0.0,False
IONIQ,2024-11,0,0.0,False
IONIQ,2024-12,0,0.0,False
IONIQ,2025-01,0,0.0,False
IONIQ,2025-02,0,0.0,False
IONIQ,2025-03,0,0.0,False
IONIQ,2025-04,1,0.0,False
IONIQ,2025-05,0,0.16666666666666666,False
IONIQ,2025-06,0,0.16666666666666666,False
IONIQ,2025-07,0,0.16666666666666666,False
IONIQ,2025-08,0,0.16666666666666666,False
IONIQ,2025-09,0,0.16666666666666666,False
IONIQ,2025-10,0,0.16666666666666666,False
IONIQ,2025-11,0,0.0,False
IONIQ,2025-12,0,0.0,False
IONIQ,2026-01,0,0.0,False
IONIQ,2026-02,0,0.0,False
IONIQ,2026-03,0,0.0,False
IONIQ,2026-04,0,0.0,False
IONIQ,2026-05,0,0.0,False
IONIQ,2026-06,0,0.0,False
IONIQ 5,2022-07,3,1.0,False
IONIQ 5,2022-08,1,1.5,False
IONIQ 5,2022-09,0,1.6666666666666667,False
IONIQ 5,2022-10,2,1.6666666666666667,False
IONIQ 5,2022-11,0,1.3333333333333333,False
IONIQ 5,2022-12,0,1.1666666666666667,False
IONIQ 5,2023-01,4,1.0,False
IONIQ 5,2023-02,3,1.1666666666666667,False
IONIQ 5,2023-03,15,1.5,True
IONIQ 5,2023-04,9,4.0,False
IONIQ 5,2023-05,24,5.166666666666667,True
IONIQ 5,2023-06,57,9.166666666666666,True
IONIQ 5,2023-07,40,18.666666666666668,True
IONIQ 5,2023-08,23,24.666666666666668,False
IONIQ 5,2023-09,6,28.0,False
IONIQ 5,2023-10,11,26.5,False
IONIQ 5,2023-11,10,26.833333333333332,False
IONIQ 5,2023-12,12,24.5,False
IONIQ 5,2024-01,17,17.0,False
IONIQ 5,2024-02,25,13.166666666666666,False
IONIQ 5,2024-03,18,13.5,False
IONIQ 5,2024-04,18,15.5,False
IONIQ 5,2024-05,15,16.666666666666668,False
IONIQ 5,2024-06,4,17.5,False
IONIQ 5,2024-07,10,16.166666666666668,False
IONIQ 5,2024-08,10,15.0,False
IONIQ 5,2024-09,7,12.5,False
IONIQ 5,2024-10,10,10.666666666666666,False
IONIQ 5,2024-11,7,9.333333333333334,False
IONIQ 5,2024-12,15,8.0,False
IONIQ 5,2025-01,23,9.833333333333334,True
IONIQ 5,2025-02,31,12.0,True
IONIQ 5,2025-03,50,15.5,True
IONIQ 5,2025-04,42,22.666666666666668,False
IONIQ 5,2025-05,22,28.0,False
IONIQ 5,2025-06,22,30.5,False
IONIQ 5,2025-07,23,31.666666666666668,False
IONIQ 5,2025-08,10,31.666666666666668,False
IONIQ 5,2025-09,9,28.166666666666668,False
IONIQ 5,2025-10,26,21.333333333333332,False
IONIQ 5,2025-11,34,18.666666666666668,False
IONIQ 5,2025-12,50,20.666666666666668,True
IONIQ 5,2026-01,134,25.333333333333332,True
IONIQ 5,2026-02,192,43.833333333333336,True
IONIQ 5,2026-03,102,74.16666666666667,False
IONIQ 5,2026-04,60,89.66666666666667,False
IONIQ 5,2026-05,38,95.33333333333333,False
IONIQ 5,2026-06,28,96.0,False
IONIQ 5 N,2022-07,0,0.0,False
IONIQ 5 N,2022-08,0,0.0,False
IONIQ 5 N,2022-09,0,0.0,False
IONIQ 5 N,2022-10,0,0.0,False
IONIQ 5 N,2022-11,0,0.0,False
IONIQ 5 N,2022-12,0,0.0,False
IONIQ 5 N,2023-01,0,0.0,False
IONIQ 5 N,2023-02,0,0.0,False
IONIQ 5 N,2023-03,0,0.0,False
IONIQ 5 N,2023-04,0,0.0,False
IONIQ 5 N,2023-05,0,0.0,False
IONIQ 5 N,2023-06,0,0.0,False
IONIQ 5 N,2023-07,0,0.0,False
IONIQ 5 N,2023-08,0,0.0,False
IONIQ 5 N,2023-09,0,0.0,False
IONIQ 5 N,2023-10,0,0.0,False
IONIQ 5 N,2023-11,0,0.0,False
IONIQ 5 N,2023-12,0,0.0,False
IONIQ 5 N,2024-01,0,0.0,False
IONIQ 5 N,2024-02,0,0.0,False
IONIQ 5 N,2024-03,0,0.0,False
IONIQ 5 N,2024-04,0,0.0,False
IONIQ 5 N,2024-05,0,0.0,False
IONIQ 5 N,2024-06,0,0.0,False
IONIQ 5 N,2024-07,0,0.0,False
IONIQ 5 N,2024-08,0,0.0,False
IONIQ 5 N,2024-09,0,0.0,False
IONIQ 5 N,2024-10,0,0.0,False
IONIQ 5 N,2024-11,0,0.0,False
IONIQ 5 N,2024-12,1,0.0,False
IONIQ 5 N,2025-01,0,0.16666666666666666,False
IONIQ 5 N,2025-02,0,0.16666666666666666,False
IONIQ 5 N,2025-03,7,0.16666666666666666,False
IONIQ 5 N,2025-04,0,1.3333333333333333,False
IONIQ 5 N,2025-05,0,1.3333333333333333,False
IONIQ 5 N,2025-06,0,1.3333333333333333,False
IONIQ 5 N,2025-07,0,1.1666666666666667,False
IONIQ 5 N,2025-08,1,1.1666666666666667,False
IONIQ 5 N,2025-09,0,1.3333333333333333,False
IONIQ 5 N,2025-10,0,0.16666666666666666,False
IONIQ 5 N,2025-11,1,0.16666666666666666,False
IONIQ 5 N,2025-12,1,0.3333333333333333,False
IONIQ 5 N,2026-01,0,0.5,False
IONIQ 5 N,2026-02,5,0.5,False
IONIQ 5 N,2026-03,0,1.1666666666666667,False
IONIQ 5 N,2026-04,0,1.1666666666666667,False
IONIQ 5 N,2026-05,0,1.1666666666666667,False
IONIQ 5 N,2026-06,1,1.0,False
IONIQ 6,2022-07,0,0.0,False
IONIQ 6,2022-08,0,0.0,False
IONIQ 6,2022-09,0,0.0,False
IONIQ 6,2022-10,0,0.0,False
IONIQ 6,2022-11,0,0.0,False
IONIQ 6,2022-12,0,0.0,False
IONIQ 6,2023-01,0,0.0,False
IONIQ 6,2023-02,0,0.0,False
IONIQ 6,2023-03,0,0.0,False
IONIQ 6,2023-04,0,0.0,False
IONIQ 6,2023-05,0,0.0,False
IONIQ 6,2023-06,0,0.0,False
IONIQ 6,2023-07,3,0.0,False
IONIQ 6,2023-08,0,0.5,False
IONIQ 6,2023-09,0,0.5,False
IONIQ 6,2023-10,0,0.5,False
IONIQ 6,2023-11,1,0.5,False
IONIQ 6,2023-12,2,0.6666666666666666,False
IONIQ 6,2024-01,0,1.0,False
IONIQ 6,2024-02,3,0.5,False
IONIQ 6,2024-03,0,1.0,False
IONIQ 6,2024-04,0,1.0,False
IONIQ 6,2024-05,2,1.0,False
IONIQ 6,2024-06,2,1.1666666666666667,False
IONIQ 6,2024-07,2,1.1666666666666667,False
IONIQ 6,2024-08,1,1.5,False
IONIQ 6,2024-09,2,1.1666666666666667,False
IONIQ 6,2024-10,2,1.5,False
IONIQ 6,2024-11,4,1.8333333333333333,False
IONIQ 6,2024-12,3,2.1666666666666665,False
IONIQ 6,2025-01,6,2.3333333333333335,False
IONIQ 6,2025-02,3,3.0,False
IONIQ 6,2025-03,5,3.3333333333333335,False
IONIQ 6,2025-04,4,3.8333333333333335,False
IONIQ 6,2025-05,1,4.166666666666667,False
IONIQ 6,2025-06,1,3.6666666666666665,False
IONIQ 6,2025-07,2,3.3333333333333335,False
IONIQ 6,2025-08,1,2.6666666666666665,False
IONIQ 6,2025-09,6,2.3333333333333335,False
IONIQ 6,2025-10,3,2.5,False
IONIQ 6,2025-11,3,2.3333333333333335,False
IONIQ 6,2025-12,5,2.6666666666666665,False
IONIQ 6,2026-01,19,3.3333333333333335,True
IONIQ 6,2026-02,10,6.166666666666667,False
IONIQ 6,2026-03,7,7.666666666666667,False
IONIQ 6,2026-04,9,7.833333333333333,False
IONIQ 6,2026-05,4,8.833333333333334,False
IONIQ 6,2026-06,7,9.0,False
IONIQ 9,2022-07,0,0.0,False
IONIQ 9,2022-08,0,0.0,False
IONIQ 9,2022-09,0,0.0,False
IONIQ 9,2022-10,0,0.0,False
IONIQ 9,2022-11,0,0.0,False
IONIQ 9,2022-12,0,0.0,False
IONIQ 9,2023-01,0,0.0,False
IONIQ 9,2023-02,0,0.0,False
IONIQ 9,2023-03,0,0.0,False
IONIQ 9,2023-04,0,0.0,False
IONIQ 9,2023-05,0,0.0,False
IONIQ 9,2023-06,0,0.0,False
IONIQ 9,2023-07,0,0.0,False
IONIQ 9,2023-08,0,0.0,False
IONIQ 9,2023-09,0,0.0,False
IONIQ 9,2023-10,0,0.0,False
IONIQ 9,2023-11,0,0.0,False
IONIQ 9,2023-12,0,0.0,False
IONIQ 9,2024-01,0,0.0,False
IONIQ 9,2024-02,0,0.0,False
IONIQ 9,2024-03,0,0.0,False
IONIQ 9,2024-04,0,0.0,False
IONIQ 9,2024-05,0,0.0,False
IONIQ 9,2024-06,0,0.0,False
IONIQ 9,2024-07,0,0.0,False
IONIQ 9,2024-08,0,0.0,False
IONIQ 9,2024-09,0,0.0,False
IONIQ 9,2024-10,0,0.0,False
IONIQ 9,2024-11,0,0.0,False
IONIQ 9,2024-12,0,0.0,False
IONIQ 9,2025-01,0,0.0,False
IONIQ 9,2025-02,0,0.0,False
IONIQ 9,2025-03,0,0.0,False
IONIQ 9,2025-04,0,0.0,False
IONIQ 9,2025-05,0,0.0,False
IONIQ 9,2025-06,1,0.0,False
IONIQ 9,2025-07,0,0.16666666666666666,False
IONIQ 9,2025-08,0,0.16666666666666666,False
IONIQ 9,2025-09,3,0.16666666666666666,False
IONIQ 9,2025-10,0,0.6666666666666666,False
IONIQ 9,2025-11,0,0.6666666666666666,False
IONIQ 9,2025-12,1,0.6666666666666666,False
IONIQ 9,2026-01,4,0.6666666666666666,False
IONIQ 9,2026-02,1,1.3333333333333333,False
IONIQ 9,2026-03,2,1.5,False
IONIQ 9,2026-04,2,1.3333333333333333,False
IONIQ 9,2026-05,8,1.6666666666666667,False
IONIQ 9,2026-06,9,3.0,False
IONIQ ELECTRIC,2022-07,0,0.16666666666666666,False
IONIQ ELECTRIC,2022-08,0,0.16666666666666666,False
IONIQ ELECTRIC,2022-09,0,0.16666666666666666,False
IONIQ ELECTRIC,2022-10,0,0.16666666666666666,False
IONIQ ELECTRIC,2022-11,0,0.16666666666666666,False
IONIQ ELECTRIC,2022-12,0,0.0,False
IONIQ ELECTRIC,2023-01,0,0.0,False
IONIQ ELECTRIC,2023-02,0,0.0,False
IONIQ ELECTRIC,2023-03,0,0.0,False
IONIQ ELECTRIC,2023-04,0,0.0,False
IONIQ ELECTRIC,2023-05,1,0.0,False
IONIQ ELECTRIC,2023-06,1,0.16666666666666666,False
IONIQ ELECTRIC,2023-07,0,0.3333333333333333,False
IONIQ ELECTRIC,2023-08,0,0.3333333333333333,False
IONIQ ELECTRIC,2023-09,0,0.3333333333333333,False
IONIQ ELECTRIC,2023-10,0,0.3333333333333333,False
IONIQ ELECTRIC,2023-11,0,0.3333333333333333,False
IONIQ ELECTRIC,2023-12,0,0.16666666666666666,False
