model,month,count,baseline_avg6,signal
IONIQ ELECTRIC,2024-01,0,0.0,False
IONIQ ELECTRIC,2024-02,0,0.0,False
IONIQ ELECTRIC,2024-03,0,0.0,False
IONIQ ELECTRIC,2024-04,0,0.0,False
IONIQ ELECTRIC,2024-05,0,0.0,False
IONIQ ELECTRIC,2024-06,0,0.0,False
IONIQ ELECTRIC,2024-07,0,0.0,False
IONIQ ELECTRIC,2024-08,0,0.0,False
IONIQ ELECTRIC,2024-09,0,0.0,False
IONIQ ELECTRIC,2024-10,0,0.0,False
IONIQ ELECTRIC,2024-11,0,0.0,False
IONIQ ELECTRIC,2024-12,0,0.0,False
IONIQ ELECTRIC,2025-01,2,0.0,False
IONIQ ELECTRIC,2025-02,0,0.3333333333333333,False
IONIQ ELECTRIC,2025-03,0,0.3333333333333333,False
IONIQ ELECTRIC,2025-04,0,0.3333333333333333,False
IONIQ ELECTRIC,2025-05,0,0.3333333333333333,False
IONIQ ELECTRIC,2025-06,0,0.3333333333333333,False
IONIQ ELECTRIC,2025-07,0,0.3333333333333333,False
IONIQ ELECTRIC,2025-08,2,0.0,False
IONIQ ELECTRIC,2025-09,0,0.3333333333333333,False
IONIQ ELECTRIC,2025-10,0,0.3333333333333333,False
IONIQ ELECTRIC,2025-11,0,0.3333333333333333,False
IONIQ ELECTRIC,2025-12,0,0.3333333333333333,False
IONIQ ELECTRIC,2026-01,0,0.3333333333333333,False
IONIQ ELECTRIC,2026-02,0,0.3333333333333333,False
IONIQ ELECTRIC,2026-03,0,0.0,False
IONIQ ELECTRIC,2026-04,0,0.0,False
IONIQ ELECTRIC,2026-05,0,0.0,False
IONIQ ELECTRIC,2026-06,0,0.0,False
IONIQ HYBRID,2022-07,1,1.8333333333333333,False
IONIQ HYBRID,2022-08,9,2.0,False
IONIQ HYBRID,2022-09,0,3.1666666666666665,False
IONIQ HYBRID,2022-10,2,2.6666666666666665,False
IONIQ HYBRID,2022-11,0,3.0,False
IONIQ HYBRID,2022-12,3,2.3333333333333335,False
IONIQ HYBRID,2023-01,2,2.5,False
IONIQ HYBRID,2023-02,2,2.6666666666666665,False
IONIQ HYBRID,2023-03,2,1.5,False
IONIQ HYBRID,2023-04,3,1.8333333333333333,False
IONIQ HYBRID,2023-05,0,2.0,False
IONIQ HYBRID,2023-06,3,2.0,False
IONIQ HYBRID,2023-07,3,2.0,False
IONIQ HYBRID,2023-08,6,2.1666666666666665,False
IONIQ HYBRID,2023-09,2,2.8333333333333335,False
IONIQ HYBRID,2023-10,1,2.8333333333333335,False
IONIQ HYBRID,2023-11,3,2.5,False
IONIQ HYBRID,2023-12,0,3.0,False
IONIQ HYBRID,2024-01,0,2.5,False
IONIQ HYBRID,2024-02,0,2.0,False
IONIQ HYBRID,2024-03,1,1.0,False
IONIQ HYBRID,2024-04,0,0.8333333333333334,False
IONIQ HYBRID,2024-05,1,0.6666666666666666,False
IONIQ HYBRID,2024-06,0,0.3333333333333333,False
IONIQ HYBRID,2024-07,0,0.3333333333333333,False
IONIQ HYBRID,2024-08,0,0.3333333333333333,False
IONIQ HYBRID,2024-09,0,0.3333333333333333,False
IONIQ HYBRID,2024-10,1,0.16666666666666666,False
IONIQ HYBRID,2024-11,0,0.3333333333333333,False
IONIQ HYBRID,2024-12,0,0.16666666666666666,False
IONIQ HYBRID,2025-01,1,0.16666666666666666,False
IONIQ HYBRID,2025-02,0,0.3333333333333333,False
IONIQ HYBRID,2025-03,2,0.3333333333333333,False
IONIQ HYBRID,2025-04,0,0.6666666666666666,False
IONIQ HYBRID,2025-05,1,0.5,False
IONIQ HYBRID,2025-06,0,0.6666666666666666,False
IONIQ HYBRID,2025-07,2,0.6666666666666666,False
IONIQ HYBRID,2025-08,1,0.8333333333333334,False
IONIQ HYBRID,2025-09,0,1.0,False
IONIQ HYBRID,2025-10,2,0.6666666666666666,False
IONIQ HYBRID,2025-11,0,1.0,False
IONIQ HYBRID,2025-12,0,0.8333333333333334,False
IONIQ HYBRID,2026-01,4,0.8333333333333334,False
IONIQ HYBRID,2026-02,0,1.1666666666666667,False
IONIQ HYBRID,2026-03,2,1.0,False
IONIQ HYBRID,2026-04,0,1.3333333333333333,False
IONIQ HYBRID,2026-05,1,1.0,False
IONIQ HYBRID,2026-06,1,1.1666666666666667,False
IONIQ PLUG-IN HYBRID,2022-07,3,0.16666666666666666,False
IONIQ PLUG-IN HYBRID,2022-08,0,0.6666666666666666,False
IONIQ PLUG-IN HYBRID,2022-09,0,0.5,False
IONIQ PLUG-IN HYBRID,2022-10,0,0.5,False
IONIQ PLUG-IN HYBRID,2022-11,0,0.5,False
IONIQ PLUG-IN HYBRID,2022-12,0,0.5,False
IONIQ PLUG-IN HYBRID,2023-01,0,0.5,False
IONIQ PLUG-IN HYBRID,2023-02,0,0.0,False
IONIQ PLUG-IN HYBRID,2023-03,0,0.0,False
IONIQ PLUG-IN HYBRID,2023-04,0,0.0,False
IONIQ PLUG-IN HYBRID,2023-05,0,0.0,False
IONIQ PLUG-IN HYBRID,2023-06,0,0.0,False
IONIQ PLUG-IN HYBRID,2023-07,0,0.0,False
IONIQ PLUG-IN HYBRID,2023-08,0,0.0,False
IONIQ PLUG-IN HYBRID,2023-09,0,0.0,False
IONIQ PLUG-IN HYBRID,2023-10,0,0.0,False
IONIQ PLUG-IN HYBRID,2023-11,0,0.0,False
IONIQ PLUG-IN HYBRID,2023-12,0,0.0,False
IONIQ PLUG-IN HYBRID,2024-01,0,0.0,False
IONIQ PLUG-IN HYBRID,2024-02,0,0.0,False
IONIQ PLUG-IN HYBRID,2024-03,1,0.0,False
IONIQ PLUG-IN HYBRID,2024-04,1,0.16666666666666666,False
IONIQ PLUG-IN HYBRID,2024-05,0,0.3333333333333333,False
IONIQ PLUG-IN HYBRID,2024-06,0,0.3333333333333333,False
IONIQ PLUG-IN HYBRID,2024-07,0,0.3333333333333333,False
IONIQ PLUG-IN HYBRID,2024-08,0,0.3333333333333333,False
IONIQ PLUG-IN HYBRID,2024-09,0,0.3333333333333333,False
IONIQ PLUG-IN HYBRID,2024-10,0,0.16666666666666666,False
IONIQ PLUG-IN HYBRID,2024-11,0,0.0,False
IONIQ PLUG-IN HYBRID,2024-12,0,0.0,False
IONIQ PLUG-IN HYBRID,2025-01,0,0.0,False
IONIQ PLUG-IN HYBRID,2025-02,0,0.0,False
IONIQ PLUG-IN HYBRID,2025-03,2,0.0,False
IONIQ PLUG-IN HYBRID,2025-04,0,0.3333333333333333,False
IONIQ PLUG-IN HYBRID,2025-05,0,0.3333333333333333,False
IONIQ PLUG-IN HYBRID,2025-06,0,0.3333333333333333,False
IONIQ PLUG-IN HYBRID,2025-07,4,0.3333333333333333,False
IONIQ PLUG-IN HYBRID,2025-08,1,1.0,False
IONIQ PLUG-IN HYBRID,2025-09,0,1.1666666666666667,False
IONIQ PLUG-IN HYBRID,2025-10,0,0.8333333333333334,False
IONIQ PLUG-IN HYBRID,2025-11,0,0.8333333333333334,False
IONIQ PLUG-IN HYBRID,2025-12,0,0.8333333333333334,False
IONIQ PLUG-IN HYBRID,2026-01,0,0.8333333333333334,False
IONIQ PLUG-IN HYBRID,2026-02,0,0.16666666666666666,False
IONIQ PLUG-IN HYBRID,2026-03,0,0.0,False
IONIQ PLUG-IN HYBRID,2026-04,3,0.0,False
IONIQ PLUG-IN HYBRID,2026-05,1,0.5,False
IONIQ PLUG-IN HYBRID,2026-06,0,0.6666666666666666,False
K4,2022-07,0,0.0,False
K4,2022-08,0,0.0,False
K4,2022-09,0,0.0,False
K4,2022-10,0,0.0,False
K4,2022-11,0,0.0,False
K4,2022-12,0,0.0,False
K4,2023-01,0,0.0,False
K4,2023-02,0,0.0,False
K4,2023-03,0,0.0,False
K4,2023-04,0,0.0,False
K4,2023-05,0,0.0,False
K4,2023-06,0,0.0,False
K4,2023-07,0,0.0,False
K4,2023-08,0,0.0,False
K4,2023-09,0,0.0,False
K4,2023-10,0,0.0,False
K4,2023-11,0,0.0,False
K4,2023-12,0,0.0,False
K4,2024-01,0,0.0,False
K4,2024-02,0,0.0,False
K4,2024-03,0,0.0,False
K4,2024-04,0,0.0,False
K4,2024-05,0,0.0,False
K4,2024-06,0,0.0,False
K4,2024-07,0,0.0,False
K4,2024-08,0,0.0,False
K4,2024-09,0,0.0,False
K4,2024-10,0,0.0,False
K4,2024-11,0,0.0,False
K4,2024-12,0,0.0,False
K4,2025-01,0,0.0,False
K4,2025-02,0,0.0,False
K4,2025-03,3,0.0,False
K4,2025-04,0,0.5,False
K4,2025-05,0,0.5,False
K4,2025-06,0,0.5,False
K4,2025-07,0,0.5,False
K4,2025-08,5,0.5,False
K4,2025-09,7,1.3333333333333333,False
K4,2025-10,0,2.0,False
K4,2025-11,3,2.0,False
K4,2025-12,6,2.5,False
K4,2026-01,4,3.5,False
K4,2026-02,10,4.166666666666667,True
K4,2026-03,0,5.0,False
K4,2026-04,2,3.8333333333333335,False
K4,2026-05,7,4.166666666666667,False
K4,2026-06,4,4.833333333333333,False
K5,2022-07,2,2.1666666666666665,False
K5,2022-08,4,1.8333333333333333,False
K5,2022-09,0,2.1666666666666665,False
K5,2022-10,1,1.6666666666666667,False
K5,2022-11,2,1.3333333333333333,False
K5,2022-12,5,1.5,False
K5,2023-01,1,2.3333333333333335,False
K5,2023-02,1,2.1666666666666665,False
K5,2023-03,0,1.6666666666666667,False
K5,2023-04,7,1.6666666666666667,False
K5,2023-05,6,2.6666666666666665,False
K5,2023-06,1,3.3333333333333335,False
K5,2023-07,1,2.6666666666666665,False
K5,2023-08,2,2.6666666666666665,False
K5,2023-09,0,2.8333333333333335,False
K5,2023-10,2,2.8333333333333335,False
K5,2023-11,2,2.0,False
K5,2023-12,2,1.3333333333333333,False
K5,2024-01,0,1.5,False
K5,2024-02,2,1.3333333333333333,False
K5,2024-03,1,1.3333333333333333,False
K5,2024-04,3,1.5,False
K5,2024-05,3,1.6666666666666667,False
K5,2024-06,3,1.8333333333333333,False
K5,2024-07,11,2.0,True
K5,2024-08,3,3.8333333333333335,False
K5,2024-09,6,4.0,False
K5,2024-10,4,4.833333333333333,False
K5,2024-11,1,5.0,False
K5,2024-12,4,4.666666666666667,False
K5,2025-01,2,4.833333333333333,False
K5,2025-02,0,3.3333333333333335,False
K5,2025-03,7,2.8333333333333335,False
K5,2025-04,2,3.0,False
K5,2025-05,13,2.6666666666666665,True
K5,2025-06,2,4.666666666666667,False
K5,2025-07,10,4.333333333333333,True
K5,2025-08,22,5.666666666666667,True
K5,2025-09,1,9.333333333333334,False
K5,2025-10,6,8.333333333333334,False
K5,2025-11,1,9.0,False
K5,2025-12,13,7.0,False
K5,2026-01,16,8.833333333333334,False
K5,2026-02,5,9.833333333333334,False
K5,2026-03,10,7.0,False
K5,2026-04,9,8.5,False
K5,2026-05,13,9.0,False
K5,2026-06,4,11.0,False
K900,2022-07,1,0.6666666666666666,False
K900,2022-08,0,0.8333333333333334,False
K900,2022-09,1,0.8333333333333334,False
K900,2022-10,1,1.0,False
K900,2022-11,0,0.6666666666666666,False
K900,2022-12,1,0.6666666666666666,False
K900,2023-01,1,0.6666666666666666,False
K900,2023-02,0,0.6666666666666666,False
K900,2023-03,0,0.6666666666666666,False
K900,2023-04,0,0.5,False
K900,2023-05,0,0.3333333333333333,False
K900,2023-06,0,0.3333333333333333,False
K900,2023-07,0,0.16666666666666666,False
K900,2023-08,1,0.0,False
K900,2023-09,0,0.16666666666666666,False
K900,2023-10,0,0.16666666666666666,False
K900,2023-11,1,0.16666666666666666,False
K900,2023-12,0,0.3333333333333333,False
K900,2024-01,0,0.3333333333333333,False
K900,2024-02,0,0.3333333333333333,False
K900,2024-03,0,0.16666666666666666,False
K900,2024-04,0,0.16666666666666666,False
K900,2024-05,0,0.16666666666666666,False
K900,2024-06,0,0.0,False
K900,2024-07,0,0.0,False
K900,2024-08,1,0.0,False
K900,2024-09,0,0.16666666666666666,False
K900,2024-10,0,0.16666666666666666,False
K900,2024-11,2,0.16666666666666666,False
K900,2024-12,3,0.5,False
K900,2025-01,0,1.0,False
K900,2025-02,0,1.0,False
K900,2025-03,0,0.8333333333333334,False
K900,2025-04,0,0.8333333333333334,False
K900,2025-05,0,0.8333333333333334,False
K900,2025-06,0,0.5,False
K900,2025-07,0,0.0,False
K900,2025-08,0,0.0,False
K900,2025-09,0,0.0,False
K900,2025-10,0,0.0,False
K900,2025-11,0,0.0,False
K900,2025-12,0,0.0,False
K900,2026-01,0,0.0,False
K900,2026-02,0,0.0,False
K900,2026-03,0,0.0,False
K900,2026-04,0,0.0,False
K900,2026-05,0,0.0,False
K900,2026-06,0,0.0,False
KONA,2022-07,6,4.333333333333333,False
KONA,2022-08,2,3.6666666666666665,False
KONA,2022-09,5,3.1666666666666665,False
KONA,2022-10,5,3.8333333333333335,False
KONA,2022-11,3,4.666666666666667,False
KONA,2022-12,10,4.5,True
KONA,2023-01,6,5.166666666666667,False
KONA,2023-02,5,5.166666666666667,False
KONA,2023-03,4,5.666666666666667,False
KONA,2023-04,7,5.5,False
KONA,2023-05,3,5.833333333333333,False
KONA,2023-06,4,5.833333333333333,False
KONA,2023-07,4,4.833333333333333,False
KONA,2023-08,7,4.5,False
KONA,2023-09,5,4.833333333333333,False
KONA,2023-10,3,5.0,False
KONA,2023-11,9,4.333333333333333,False
KONA,2023-12,6,5.333333333333333,False
KONA,2024-01,7,5.666666666666667,False
KONA,2024-02,6,6.166666666666667,False
KONA,2024-03,10,6.0,False
KONA,2024-04,4,6.833333333333333,False
KONA,2024-05,2,7.0,False
KONA,2024-06,15,5.833333333333333,True
KONA,2024-07,7,7.333333333333333,False
KONA,2024-08,3,7.333333333333333,False
KONA,2024-09,3,6.833333333333333,False
KONA,2024-10,2,5.666666666666667,False
KONA,2024-11,2,5.333333333333333,False
KONA,2024-12,10,5.333333333333333,False
KONA,2025-01,3,4.5,False
KONA,2025-02,7,3.8333333333333335,False
KONA,2025-03,8,4.5,False
KONA,2025-04,3,5.333333333333333,False
KONA,2025-05,3,5.5,False
KONA,2025-06,4,5.666666666666667,False
KONA,2025-07,11,4.666666666666667,True
KONA,2025-08,18,6.0,True
KONA,2025-09,6,7.833333333333333,False
KONA,2025-10,7,7.5,False
KONA,2025-11,7,8.166666666666666,False
KONA,2025-12,12,8.833333333333334,False
KONA,2026-01,5,10.166666666666666,False
KONA,2026-02,23,9.166666666666666,True
KONA,2026-03,6,10.0,False
KONA,2026-04,9,10.0,False
KONA,2026-05,11,10.333333333333334,False
KONA,2026-06,5,11.0,False
KONA ELECTRIC,2022-07,3,1.5,False
KONA ELECTRIC,2022-08,1,1.1666666666666667,False
KONA ELECTRIC,2022-09,2,1.3333333333333333,False
KONA ELECTRIC,2022-10,1,1.5,False
KONA ELECTRIC,2022-11,0,1.5,False
KONA ELECTRIC,2022-12,4,1.3333333333333333,False
KONA ELECTRIC,2023-01,3,1.8333333333333333,False
KONA ELECTRIC,2023-02,3,1.8333333333333333,False
KONA ELECTRIC,2023-03,0,2.1666666666666665,False
KONA ELECTRIC,2023-04,1,1.8333333333333333,False
KONA ELECTRIC,2023-05,1,1.8333333333333333,False
KONA ELECTRIC,2023-06,1,2.0,False
KONA ELECTRIC,2023-07,4,1.5,False
KONA ELECTRIC,2023-08,2,1.6666666666666667,False
KONA ELECTRIC,2023-09,1,1.5,False
KONA ELECTRIC,2023-10,1,1.6666666666666667,False
KONA ELECTRIC,2023-11,0,1.6666666666666667,False
KONA ELECTRIC,2023-12,0,1.5,False
KONA ELECTRIC,2024-01,0,1.3333333333333333,False
KONA ELECTRIC,2024-02,1,0.6666666666666666,False
KONA ELECTRIC,2024-03,0,0.5,False
KONA ELECTRIC,2024-04,2,0.3333333333333333,False
KONA ELECTRIC,2024-05,1,0.5,False
KONA ELECTRIC,2024-06,0,0.6666666666666666,False
KONA ELECTRIC,2024-07,3,0.6666666666666666,False
KONA ELECTRIC,2024-08,0,1.1666666666666667,False
KONA ELECTRIC,2024-09,0,1.0,False
KONA ELECTRIC,2024-10,3,1.0,False
KONA ELECTRIC,2024-11,2,1.1666666666666667,False
KONA ELECTRIC,2024-12,4,1.3333333333333333,False
KONA ELECTRIC,2025-01,4,2.0,False
KONA ELECTRIC,2025-02,2,2.1666666666666665,False
KONA ELECTRIC,2025-03,3,2.5,False
KONA ELECTRIC,2025-04,1,3.0,False
KONA ELECTRIC,2025-05,1,2.6666666666666665,False
KONA ELECTRIC,2025-06,7,2.5,False
KONA ELECTRIC,2025-07,1,3.0,False
KONA ELECTRIC,2025-08,8,2.5,False
KONA ELECTRIC,2025-09,1,3.5,False
KONA ELECTRIC,2025-10,0,3.1666666666666665,False
KONA ELECTRIC,2025-11,0,3.0,False
KONA ELECTRIC,2025-12,0,2.8333333333333335,False
KONA ELECTRIC,2026-01,0,1.6666666666666667,False
KONA ELECTRIC,2026-02,1,1.5,False
KONA ELECTRIC,2026-03,1,0.3333333333333333,False
KONA ELECTRIC,2026-04,0,0.3333333333333333,False
KONA ELECTRIC,2026-05,0,0.3333333333333333,False
KONA ELECTRIC,2026-06,0,0.3333333333333333,False
KONA N,2022-07,0,0.0,False
KONA N,2022-08,0,0.0,False
KONA N,2022-09,0,0.0,False
KONA N,2022-10,0,0.0,False
KONA N,2022-11,0,0.0,False
KONA N,2022-12,0,0.0,False
KONA N,2023-01,0,0.0,False
KONA N,2023-02,0,0.0,False
KONA N,2023-03,0,0.0,False
KONA N,2023-04,0,0.0,False
KONA N,2023-05,0,0.0,False
KONA N,2023-06,0,0.0,False
KONA N,2023-07,0,0.0,False
KONA N,2023-08,0,0.0,False
KONA N,2023-09,0,0.0,False
KONA N,2023-10,2,0.0,False
KONA N,2023-11,1,0.3333333333333333,False
KONA N,2023-12,0,0.5,False
KONA N,2024-01,1,0.5,False
KONA N,2024-02,0,0.6666666666666666,False
KONA N,2024-03,1,0.6666666666666666,False
KONA N,2024-04,0,0.8333333333333334,False
KONA N,2024-05,0,0.5,False
KONA N,2024-06,0,0.3333333333333333,False
KONA N,2024-07,0,0.3333333333333333,False
KONA N,2024-08,0,0.16666666666666666,False
KONA N,2024-09,1,0.16666666666666666,False
KONA N,2024-10,0,0.16666666666666666,False
KONA N,2024-11,0,0.16666666666666666,False
KONA N,2024-12,0,0.16666666666666666,False
KONA N,2025-01,0,0.16666666666666666,False
KONA N,2025-02,0,0.16666666666666666,False
KONA N,2025-03,0,0.16666666666666666,False
KONA N,2025-04,0,0.0,False
KONA N,2025-05,2,0.0,False
KONA N,2025-06,0,0.3333333333333333,False
KONA N,2025-07,0,0.3333333333333333,False
KONA N,2025-08,0,0.3333333333333333,False
KONA N,2025-09,0,0.3333333333333333,False
KONA N,2025-10,0,0.3333333333333333,False
KONA N,2025-11,0,0.3333333333333333,False
KONA N,2025-12,0,0.0,False
KONA N,2026-01,0,0.0,False
KONA N,2026-02,0,0.0,False
KONA N,2026-03,0,0.0,False
KONA N,2026-04,0,0.0,False
KONA N,2026-05,0,0.0,False
KONA N,2026-06,0,0.0,False
NEXO,2022-07,2,0.5,False
NEXO,2022-08,1,0.6666666666666666,False
NEXO,2022-09,0,0.5,False
NEXO,2022-10,0,0.5,False
NEXO,2022-11,0,0.5,False
NEXO,2022-12,0,0.5,False
NEXO,2023-01,0,0.5,False
NEXO,2023-02,0,0.16666666666666666,False
NEXO,2023-03,0,0.0,False
NEXO,2023-04,0,0.0,False
NEXO,2023-05,0,0.0,False
NEXO,2023-06,0,0.0,False
NEXO,2023-07,0,0.0,False
NEXO,2023-08,0,0.0,False
NEXO,2023-09,0,0.0,False
NEXO,2023-10,0,0.0,False
NEXO,2023-11,0,0.0,False
NEXO,2023-12,0,0.0,False
NEXO,2024-01,0,0.0,False
NEXO,2024-02,0,0.0,False
NEXO,2024-03,0,0.0,False
NEXO,2024-04,0,0.0,False
NEXO,2024-05,0,0.0,False
NEXO,2024-06,0,0.0,False
NEXO,2024-07,0,0.0,False
NEXO,2024-08,0,0.0,False
NEXO,2024-09,0,0.0,False
NEXO,2024-10,0,0.0,False
NEXO,2024-11,0,0.0,False
NEXO,2024-12,1,0.0,False
NEXO,2025-01,1,0.16666666666666666,False
NEXO,2025-02,0,0.3333333333333333,False
NEXO,2025-03,0,0.3333333333333333,False
NEXO,2025-04,0,0.3333333333333333,False
NEXO,2025-05,0,0.3333333333333333,False
NEXO,2025-06,0,0.3333333333333333,False
NEXO,2025-07,0,0.16666666666666666,False
NEXO,2025-08,0,0.0,False
NEXO,2025-09,0,0.0,False
NEXO,2025-10,0,0.0,False
NEXO,2025-11,2,0.0,False
NEXO,2025-12,0,0.3333333333333333,False
NEXO,2026-01,0,0.3333333333333333,False
NEXO,2026-02,1,0.3333333333333333,False
NEXO,2026-03,0,0.5,False
NEXO,2026-04,3,0.5,False
NEXO,2026-05,0,1.0,False
NEXO,2026-06,0,0.6666666666666666,False
NIRO,2022-07,1,1.8333333333333333,False
NIRO,2022-08,1,2.0,False
NIRO,2022-09,1,1.5,False
NIRO,2022-10,0,1.1666666666666667,False
NIRO,2022-11,1,0.8333333333333334,False
NIRO,2022-12,1,1.0,False
NIRO,2023-01,0,0.8333333333333334,False
NIRO,2023-02,2,0.6666666666666666,False
NIRO,2023-03,1,0.8333333333333334,False
NIRO,2023-04,1,0.8333333333333334,False
NIRO,2023-05,2,1.0,False
NIRO,2023-06,0,1.1666666666666667,False
NIRO,2023-07,7,1.0,False
NIRO,2023-08,3,2.1666666666666665,False
NIRO,2023-09,2,2.3333333333333335,False
NIRO,2023-10,9,2.5,False
NIRO,2023-11,7,3.8333333333333335,False
NIRO,2023-12,1,4.666666666666667,False
NIRO,2024-01,3,4.833333333333333,False
NIRO,2024-02,4,4.166666666666667,False
NIRO,2024-03,4,4.333333333333333,False
NIRO,2024-04,2,4.666666666666667,False
NIRO,2024-05,4,3.5,False
NIRO,2024-06,6,3.0,False
NIRO,2024-07,3,3.8333333333333335,False
NIRO,2024-08,2,3.8333333333333335,False
NIRO,2024-09,1,3.5,False
NIRO,2024-10,2,3.0,False
NIRO,2024-11,7,3.0,False
NIRO,2024-12,0,3.5,False
NIRO,2025-01,3,2.5,False
NIRO,2025-02,2,2.5,False
NIRO,2025-03,3,2.5,False
NIRO,2025-04,2,2.8333333333333335,False
NIRO,2025-05,3,2.8333333333333335,False
NIRO,2025-06,4,2.1666666666666665,False
NIRO,2025-07,1,2.8333333333333335,False
NIRO,2025-08,2,2.5,False
NIRO,2025-09,3,2.5,False
NIRO,2025-10,8,2.5,False
NIRO,2025-11,6,3.5,False
NIRO,2025-12,3,4.0,False
NIRO,2026-01,7,3.8333333333333335,False
NIRO,2026-02,3,4.833333333333333,False
NIRO,2026-03,3,5.0,False
NIRO,2026-04,6,5.0,False
NIRO,2026-05,10,4.666666666666667,True
NIRO,2026-06,7,5.333333333333333,False
NIRO EV,2022-07,1,0.8333333333333334,False
NIRO EV,2022-08,1,1.0,False
NIRO EV,2022-09,2,0.8333333333333334,False
NIRO EV,2022-10,0,1.1666666666666667,False
NIRO EV,2022-11,0,1.1666666666666667,False
NIRO EV,2022-12,0,1.0,False
NIRO EV,2023-01,1,0.6666666666666666,False
NIRO EV,2023-02,1,0.6666666666666666,False
NIRO EV,2023-03,2,0.6666666666666666,False
NIRO EV,2023-04,0,0.6666666666666666,False
NIRO EV,2023-05,0,0.6666666666666666,False
NIRO EV,2023-06,0,0.6666666666666666,False
NIRO EV,2023-07,2,0.6666666666666666,False
NIRO EV,2023-08,3,0.8333333333333334,False
NIRO EV,2023-09,1,1.1666666666666667,False
NIRO EV,2023-10,0,1.0,False
NIRO EV,2023-11,2,1.0,False
NIRO EV,2023-12,3,1.3333333333333333,False
NIRO EV,2024-01,5,1.8333333333333333,False
NIRO EV,2024-02,3,2.3333333333333335,False
NIRO EV,2024-03,2,2.3333333333333335,False
NIRO EV,2024-04,2,2.5,False
NIRO EV,2024-05,2,2.8333333333333335,False
NIRO EV,2024-06,2,2.8333333333333335,False
NIRO EV,2024-07,1,2.6666666666666665,False
NIRO EV,2024-08,0,2.0,False
NIRO EV,2024-09,3,1.5,False
NIRO EV,2024-10,2,1.6666666666666667,False
NIRO EV,2024-11,0,1.6666666666666667,False
NIRO EV,2024-12,3,1.3333333333333333,False
NIRO EV,2025-01,2,1.5,False
NIRO EV,2025-02,1,1.6666666666666667,False
NIRO EV,2025-03,1,1.8333333333333333,False
NIRO EV,2025-04,0,1.5,False
NIRO EV,2025-05,0,1.1666666666666667,False
NIRO EV,2025-06,3,1.1666666666666667,False
NIRO EV,2025-07,3,1.1666666666666667,False
NIRO EV,2025-08,0,1.3333333333333333,False
NIRO EV,2025-09,2,1.1666666666666667,False
NIRO EV,2025-10,0,1.3333333333333333,False
NIRO EV,2025-11,0,1.3333333333333333,False
NIRO EV,2025-12,0,1.3333333333333333,False
NIRO EV,2026-01,1,0.8333333333333334,False
NIRO EV,2026-02,2,0.5,False
NIRO EV,2026-03,0,0.8333333333333334,False
NIRO EV,2026-04,0,0.5,False
NIRO EV,2026-05,1,0.5,False
NIRO EV,2026-06,3,0.6666666666666666,False
NIRO PHEV,2022-07,1,0.3333333333333333,False
NIRO PHEV,2022-08,0,0.5,False
NIRO PHEV,2022-09,0,0.5,False
NIRO PHEV,2022-10,0,0.3333333333333333,False
NIRO PHEV,2022-11,0,0.3333333333333333,False
NIRO PHEV,2022-12,1,0.3333333333333333,False
NIRO PHEV,2023-01,0,0.3333333333333333,False
NIRO PHEV,2023-02,0,0.16666666666666666,False
NIRO PHEV,2023-03,0,0.16666666666666666,False
NIRO PHEV,2023-04,0,0.16666666666666666,False
NIRO PHEV,2023-05,1,0.16666666666666666,False
NIRO PHEV,2023-06,1,0.3333333333333333,False
NIRO PHEV,2023-07,0,0.3333333333333333,False
NIRO PHEV,2023-08,0,0.3333333333333333,False
NIRO PHEV,2023-09,0,0.3333333333333333,False
NIRO PHEV,2023-10,1,0.3333333333333333,False
NIRO PHEV,2023-11,2,0.5,False
NIRO PHEV,2023-12,1,0.6666666666666666,False
NIRO PHEV,2024-01,3,0.6666666666666666,False
NIRO PHEV,2024-02,3,1.1666666666666667,False
NIRO PHEV,2024-03,1,1.6666666666666667,False
NIRO PHEV,2024-04,0,1.8333333333333333,False
NIRO PHEV,2024-05,0,1.6666666666666667,False
NIRO PHEV,2024-06,0,1.3333333333333333,False
NIRO PHEV,2024-07,0,1.1666666666666667,False
NIRO PHEV,2024-08,0,0.6666666666666666,False
NIRO PHEV,2024-09,0,0.16666666666666666,False
NIRO PHEV,2024-10,0,0.0,False
NIRO PHEV,2024-11,0,0.0,False
NIRO PHEV,2024-12,0,0.0,False
NIRO PHEV,2025-01,0,0.0,False
NIRO PHEV,2025-02,0,0.0,False
NIRO PHEV,2025-03,1,0.0,False
NIRO PHEV,2025-04,0,0.16666666666666666,False
NIRO PHEV,2025-05,0,0.16666666666666666,False
NIRO PHEV,2025-06,3,0.16666666666666666,False
NIRO PHEV,2025-07,0,0.6666666666666666,False
NIRO PHEV,2025-08,3,0.6666666666666666,False
NIRO PHEV,2025-09,4,1.1666666666666667,False
NIRO PHEV,2025-10,0,1.6666666666666667,False
NIRO PHEV,2025-11,0,1.6666666666666667,False
NIRO PHEV,2025-12,0,1.6666666666666667,False
NIRO PHEV,2026-01,0,1.1666666666666667,False
NIRO PHEV,2026-02,0,1.1666666666666667,False
NIRO PHEV,2026-03,0,0.6666666666666666,False
NIRO PHEV,2026-04,0,0.0,False
NIRO PHEV,2026-05,0,0.0,False
NIRO PHEV,2026-06,1,0.0,False
OPTIMA,2022-07,23,13.333333333333334,False
OPTIMA,2022-08,23,15.333333333333334,False
OPTIMA,2022-09,27,17.0,False
OPTIMA,2022-10,12,19.666666666666668,False
OPTIMA,2022-11,13,18.5,False
