제작자,차명,차명_정규화,모델_영문,미국판매여부,생산기간(부터),생산기간(까지),리콜개시일,리콜개시일_dt,리콜대수,리콜대수_n,sw관련,리콜사유
현대자동차,싼타페 DM),싼타페 DM),SANTA FE,True,2015-01-05,2018-01-30,2022-08-31,2022-08-31,173199,173199,True,HECU 모듈 내 회로 기판의 전기적 합선
현대자동차,맥스크루즈(NC),맥스크루즈,MAX CRUZ,False,2015-09-04,2018-10-26,2022-08-31,2022-08-31,12324,12324,True,HECU 모듈 내 회로 기판의 전기적 합선
기아,올뉴카니발(YP),올뉴카니발,CARNIVAL,True,2015-04-27,2015-06-22,2022-09-01,2022-09-01,11754,11754,False,"올뉴카니발(YP), 올뉴쏘렌토(UM) 일부 차량에서 변속레버의 잠금장치 제조 불량으로 인해 정차 중 브레이크 페달을 밟지 않고 기어 변경 조작이 될 수 있어 안전에 지장을 줄 가능성"
기아,올뉴쏘렌토(UM),올뉴쏘렌토,SORENTO,True,2015-04-27,2015-07-09,2022-09-01,2022-09-01,13236,13236,False,"올뉴카니발(YP), 올뉴쏘렌토(UM) 일부 차량에서 변속레버의 잠금장치 제조 불량으로 인해 정차 중 브레이크 페달을 밟지 않고 기어 변경 조작이 될 수 있어 안전에 지장을 줄 가능성"
현대자동차,아반떼 N,아반떼 N,ELANTRA,True,2021-12-07,2022-05-16,2022-09-06,2022-09-06,112,112,False,"현대자동차(주)에서는 아반떼N(CN7 KN), 아반떼N Line(CN7) 일부 차량에서 조향 핸들의 엠블럼(H 표시) 부착 제조 공정 불량으로 엠블럼 부착력 저하로 인해 운전석 정면 에어백 전개시 조향 핸들 엠블럼이 이탈되어 운전자 상해 가능성이 있는 결함이 확인됨"
현대자동차,아반떼 N Line,아반떼 N Line,ELANTRA,True,2021-12-07,2022-05-09,2022-09-06,2022-09-06,13,13,False,"현대자동차(주)에서는 아반떼N(CN7 KN), 아반떼N Line(CN7) 일부 차량에서 조향 핸들의 엠블럼(H 표시) 부착 제조 공정 불량으로 엠블럼 부착력 저하로 인해 운전석 정면 에어백 전개시 조향 핸들 엠블럼이 이탈되어 운전자 상해 가능성이 있는 결함이 확인됨"
현대자동차,엑시언트(QZ),엑시언트,엑시언트,False,2019-03-07,2022-07-21,2022-09-23,2022-09-23,137,137,False,엑시언트(QZ) 13톤 극초장축 화물(카고) 일부 차량에서 적차 시 전축중량이 타이어 최대 허용하중을 초과하여 주행장치 중 공기압타이어의 안전기준을 만족하지 못하는 결함
기아,스포티지(NQ5),스포티지,SPORTAGE,True,2021-07-05,2022-05-25,2022-10-06,2022-10-06,29687,29687,False,2열 좌석 하부 전기배선의 경로가 정상 경로에서 벗어나 폴드&다이브 기능 사용 시 좌석 하부 프레임과 전기배선 간섭으로 배선이 손상되어 발열 및 좌석 화재 가능성
기아,쏘렌토R(XM페이스리프트),쏘렌토R,SORENTO,True,2012-06-29,2014-08-21,2022-10-06,2022-10-06,59828,59828,False,쏘렌토R (XM 페이스리프트) 디젤 엔진 장착 차량에서 전기식 보조 히터(PTC) 커넥터 전기배선 고정위치 불량으로 일부 차량 운행시 커넥터 단자 손상으로 인해 차량 화재 발생 가능성이 있는 결함이 확인
기아,니로 플러스(DE PBV),니로 플러스,NIRO,True,2022-05-10,2022-09-05,2022-10-06,2022-10-06,3071,3071,False,에어백 제어장치(ACU) 설계로직 미흡으로 인해 충돌 사고 시 모든 에어백(정면/측면/커튼/무릎) 및 안전띠 프리텐셔너가 전개되지 않아 탑승자 상해 발생 가능성 - 에어백 제어장치(ACU) 설계로직 미흡으로 차량 시동시 에어백시스템이 간헐적으로 정상 동작되지 않음
현대자동차,파비스(QV),파비스,파비스,False,2021-08-09,2021-09-07,2022-10-26,2022-10-26,4,4,True,"차로이탈경고장치, 비상자동제동장치가 적용되지 않은 차량 생산 ※ 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제 14조의2 (차로이탈경고장치) : 승합자동차와 차량 총 중량 3.5톤을 초과하는 화물/특수자동차에는 차로이탈경고장치를 설치하여야 한다. ※ 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제 15조의3 (비상자동제동장치) : 승합자동차와 차량 총 중량 3.5톤을 초과하는 화물/특수자동차에는 비상자동제동장치를 설치하여야 한다 ※ LDWS(차선 이탈 경보 시스템) : 카메라 센서를 이용한 전방 차선 인식 및 이탈 경보 시스템 ※ FCA(전방충돌방지보조) : 전방의 차량이나 보행자와 충돌하지 않도록 도와주는 주행 보조 기능 ※ FCA ECU : 전방충돌방지보조, 차선이탈경보시스템 등 주행보조기능을 제어하는 유닛"
현대자동차,아반떼N (CN7N),아반떼N,ELANTRA,True,2021-01-12,2022-04-04,2022-10-27,2022-10-27,2020,2020,True,"싼타페(TM PE) 등 5개 차종의 일부 차량에서 습식 8단변속기 변속기 제어장치 (TCU) 소프트웨어 설계 오류로, 제어용 전동식 오일 펌프(HP EOP) 불량 발생시 변속이 되지 않아 사고 발생 가능성"
현대자동차,쏘나타N Line (DN8),쏘나타N Line,SONATA,True,2020-06-15,2022-04-08,2022-10-27,2022-10-27,582,582,True,"싼타페(TM PE) 등 5개 차종의 일부 차량에서 습식 8단변속기 변속기 제어장치 (TCU) 소프트웨어 설계 오류로, 제어용 전동식 오일 펌프(HP EOP) 불량 발생시 변속이 되지 않아 사고 발생 가능성"
현대자동차,벨로스터N (JSN),벨로스터N,벨로스터N,False,2020-01-06,2022-04-22,2022-10-27,2022-10-27,1257,1257,True,"싼타페(TM PE) 등 5개 차종의 일부 차량에서 습식 8단변속기 변속기 제어장치 (TCU) 소프트웨어 설계 오류로, 제어용 전동식 오일 펌프(HP EOP) 불량 발생시 변속이 되지 않아 사고 발생 가능성"
현대자동차,코나N (OSN),코나N,KONA,True,2020-11-16,2022-03-24,2022-10-27,2022-10-27,411,411,True,"싼타페(TM PE) 등 5개 차종의 일부 차량에서 습식 8단변속기 변속기 제어장치 (TCU) 소프트웨어 설계 오류로, 제어용 전동식 오일 펌프(HP EOP) 불량 발생시 변속이 되지 않아 사고 발생 가능성"
현대자동차,싼타페 (TM PE),싼타페,SANTA FE,True,2020-01-14,2022-05-31,2022-10-27,2022-10-27,64703,64703,True,"싼타페(TM PE) 등 5개 차종의 일부 차량에서 습식 8단변속기 변속기 제어장치 (TCU) 소프트웨어 설계 오류로, 제어용 전동식 오일 펌프(HP EOP) 불량 발생시 변속이 되지 않아 사고 발생 가능성"
기아,쏘렌토(MQ4),쏘렌토,SORENTO,True,2020-02-26,2022-06-02,2022-10-27,2022-10-27,93945,93945,True,"습식 8단변속기 변속기 제어장치 (TCU) 안전운행 모드 관련 소프트웨어 설계 오류로, 변속기 오일 펌프(HP EOP) 불량 발생시 변속이 되지 않아 사고 발생 가능성"
현대자동차,싼타페(TM PE),싼타페,SANTA FE,True,2020-06-17,2022-07-26,2022-10-27,2022-10-27,66133,66133,False,"싼타페(TM PE), 싼타페 하이브리드(TM HEV), G80 전기차(RG3 EV) 일부 차량에서 충돌 사고시 앞좌석 안전띠 조절장치 내부부품(프리텐셔너 가스발생기)의 작동반발력이 증가하여 장치내 일부부품(가스발생기)이 튀어나와 뒷좌석 탑승자에게 상해를 입힐 가능성이 있는 결함"
현대자동차,싼타페 하이브리드(TM HEV),싼타페 하이브리드,SANTA FE,True,2021-06-01,2022-07-21,2022-10-27,2022-10-27,14431,14431,False,"싼타페(TM PE), 싼타페 하이브리드(TM HEV), G80 전기차(RG3 EV) 일부 차량에서 충돌 사고시 앞좌석 안전띠 조절장치 내부부품(프리텐셔너 가스발생기)의 작동반발력이 증가하여 장치내 일부부품(가스발생기)이 튀어나와 뒷좌석 탑승자에게 상해를 입힐 가능성이 있는 결함"
현대자동차,G80 전기차(RG3 EV),G80 전기차,G80,True,2021-03-16,2022-07-23,2022-10-27,2022-10-27,2893,2893,False,"싼타페(TM PE), 싼타페 하이브리드(TM HEV), G80 전기차(RG3 EV) 일부 차량에서 충돌 사고시 앞좌석 안전띠 조절장치 내부부품(프리텐셔너 가스발생기)의 작동반발력이 증가하여 장치내 일부부품(가스발생기)이 튀어나와 뒷좌석 탑승자에게 상해를 입힐 가능성이 있는 결함"
기아,스포티지(SL),스포티지,SPORTAGE,True,2013-07-11,2015-09-01,2022-10-31,2022-10-31,97022,97022,True,HECU 모듈 내 회로 기판의 전기적 합선
현대자동차,투싼(LM),투싼,TUCSON,True,2013-05-08,2015-03-17,2022-10-31,2022-10-31,80659,80659,True,HECU 모듈 내 회로 기판의 전기적 합선
기아,니로(SG2),니로,NIRO,True,2021-12-16,2022-09-21,2022-11-01,2022-11-01,12680,12680,False,충돌 사고 시 앞좌석(운전석) 안전띠 조절장치 내부부품(프리텐셔너 가스발생기)의 작동반발력이 증가하여 해당부품(프리텐셔너 가스발생기)이 튀어나와 뒷좌석 탑승자에게 상해를 입힐 가능성
기아,니로 EV(SG2 EV),니로 EV,NIRO EV,True,2022-05-26,2022-07-06,2022-11-01,2022-11-01,226,226,False,충돌 사고 시 앞좌석(운전석) 안전띠 조절장치 내부부품(프리텐셔너 가스발생기)의 작동반발력이 증가하여 해당부품(프리텐셔너 가스발생기)이 튀어나와 뒷좌석 탑승자에게 상해를 입힐 가능성
기아,쏘렌토R (XM 페이스리프트),쏘렌토R,SORENTO,True,2012-06-28,2014-05-19,2022-11-10,2022-11-10,833,833,False,쏘렌토R (XM 페이스리프트) 디젤 엔진 장착 차량에서 전기식 보조 히터(PTC) 커넥터 전기배선 고정위치 불량으로 일부 차량 운행시 커넥터 단자 손상으로 인해 차량 화재 발생 가능성이 있는 결함이 확인
기아,카니발,카니발,CARNIVAL,True,2021-08-13,2022-10-20,2022-11-24,2022-11-24,1144,1144,True,가솔린 3.5L GDI 엔진 일부차량에서 엔진제어장치(ECU) 소프트웨어 반영 오류로 타력 주행 구간에서 엔진 구동력 부족 발생
기아,카니발,카니발,CARNIVAL,True,2021-07-05,2022-10-27,2022-11-24,2022-11-24,23347,23347,True,가솔린 3.5L GDI 엔진 일부차량에서 엔진제어장치(ECU) 소프트웨어 반영 오류로 타력 주행 구간에서 엔진 구동력 부족 발생
현대자동차,싼타페(TM PE),싼타페,SANTA FE,True,2020-06-24,2022-08-31,2022-12-13,2022-12-13,642,642,False,"싼타페(TM PE), 싼타페 하이브리드(TM HEV), G80 전기차(RG3 EV) 일부 차량에서 충돌 사고시 앞좌석 안전띠 조절장치 내부부품(프리텐셔너 가스발생기)의 작동반발력이 증가하여 장치내 일부부품(가스발생기)이 튀어나와 뒷좌석 탑승자에게 상해를 입힐 가능성이 있는 결함"
현대자동차,싼타페 하이브리드(TM HEV),싼타페 하이브리드,SANTA FE,True,2020-07-29,2022-09-29,2022-12-13,2022-12-13,113,113,False,"싼타페(TM PE), 싼타페 하이브리드(TM HEV), G80 전기차(RG3 EV) 일부 차량에서 충돌 사고시 앞좌석 안전띠 조절장치 내부부품(프리텐셔너 가스발생기)의 작동반발력이 증가하여 장치내 일부부품(가스발생기)이 튀어나와 뒷좌석 탑승자에게 상해를 입힐 가능성이 있는 결함"
현대자동차,G80 전기차(RG3 EV),G80 전기차,G80,True,2022-02-15,2022-07-22,2022-12-13,2022-12-13,27,27,False,"싼타페(TM PE), 싼타페 하이브리드(TM HEV), G80 전기차(RG3 EV) 일부 차량에서 충돌 사고시 앞좌석 안전띠 조절장치 내부부품(프리텐셔너 가스발생기)의 작동반발력이 증가하여 장치내 일부부품(가스발생기)이 튀어나와 뒷좌석 탑승자에게 상해를 입힐 가능성이 있는 결함"
현대자동차,카운티 일렉트릭(MF),카운티 일렉트릭,카운티 일렉트릭,False,2020-05-28,2022-11-27,2022-12-19,2022-12-19,192,192,False,주차브레이크 케이블 내구성 부족으로 인한 마모로 케이블 손상
현대자동차,GV70(JK),GV70,GV70,True,2022-08-30,2022-10-28,2023-01-03,2023-01-03,1522,1522,False,GV70 (JK) 가솔린 2.5 T 일부 차량에서 알터네이터 B+ 단자 너트 체결 작업 불량 (체결공정 내 작업자가 인터락 임의 해제 하여 체결 불량 발생 미인지)
기아,스포티지(KM),스포티지,SPORTAGE,True,2007-10-13,2009-05-21,2023-01-04,2023-01-04,2686,2686,True,"'16. 12. 9 리콜 시행 했으나, 일부 차량에서 HECU 점검 방법 미흡으로 미세한 불량을 검출하지 못하고 리콜 조치 이후에도 모듈 내부 회로 기판내 수분 및 이물 잔존되어 전기적 합선 가능성"
현대자동차,스타리아(US4) 어린이 통학차,스타리아 어린이 통학차,STARIA,False,2021-10-15,2022-12-06,2023-01-13,2023-01-13,2961,2961,False,현대자동차(주)에서는 스타리아(US4) 어린이통학차 차량에서 고객 편의를 위한 어린이 하차 확인장치 ON/OFF 기능 적용으로 인해 시동 OFF시 어린이 하차 확인장치 미작동으로 안전기준을 만족하지 못할 가능성이 있는 결함
현대자동차,코나 Electric (OS EV),코나 Electric,KONA,True,2020-06-25,2020-08-31,2023-01-18,2023-01-18,871,871,False,"현대자동차㈜에서는 코나Electric(OS EV), 포터Ⅱ Electric(HR EV) 일부 차량에서 통합전력제어장치(EPCU) 내부 냉각수 라인의 기밀 불량으로 냉각수가 누수 되어 통합전력제어장치(EPCU)가 정상적으로 작동하지 않아 전력 공급 차단되고 경고등 점등 및 주행 중 시동꺼짐 가능성이 있는 결함이 확인되어 제작결함시정을 하고자 함"
현대자동차,포터2 Electric (HR EV),포터2 Electric,PORTER,False,2020-06-17,2020-09-09,2023-01-18,2023-01-18,644,644,False,"현대자동차㈜에서는 코나Electric(OS EV), 포터Ⅱ Electric(HR EV) 일부 차량에서 통합전력제어장치(EPCU) 내부 냉각수 라인의 기밀 불량으로 냉각수가 누수 되어 통합전력제어장치(EPCU)가 정상적으로 작동하지 않아 전력 공급 차단되고 경고등 점등 및 주행 중 시동꺼짐 가능성이 있는 결함이 확인되어 제작결함시정을 하고자 함"
기아,모닝(JA),모닝,MORNING,False,2022-11-25,2022-12-08,2023-01-26,2023-01-26,600,600,False,운전석 정면 에어백 커버의 사출공정 불량으로 인해 운전석 정면 에어백 저온조건(-35℃) 전개 시 에어백 커버가 이탈될 가능성
기아,레이(TAM),레이,RAY,False,2022-12-01,2022-12-06,2023-01-26,2023-01-26,138,138,False,운전석 정면 에어백 커버의 사출공정 불량으로 인해 운전석 정면 에어백 저온조건(-35℃) 전개 시 에어백 커버가 이탈될 가능성
기아,니로 EV(DE EV),니로 EV,NIRO EV,True,2020-06-17,2020-07-27,2023-01-30,2023-01-30,139,139,False,통합전력제어장치(EPCU) 내부 냉각수 라인의 기밀 불량으로 냉각수가 누수 되어 통합전력제어장치(EPCU)가 정상적으로 작동하지 않아 전력 공급 차단되고 경고등 점등 및 주행 중 시동꺼짐 가능성
기아,봉고 Ⅲ EV (PU EV),봉고 3 EV,BONGO,False,2020-06-16,2020-10-08,2023-01-30,2023-01-30,463,463,False,통합전력제어장치(EPCU) 내부 냉각수 라인의 기밀 불량으로 냉각수가 누수 되어 통합전력제어장치(EPCU)가 정상적으로 작동하지 않아 전력 공급 차단되고 경고등 점등 및 주행 중 시동꺼짐 가능성
기아,쏘울 부스터 EV (SK3 EV),쏘울 부스터 EV,SOUL,True,2020-06-24,2020-08-27,2023-01-30,2023-01-30,23,23,False,통합전력제어장치(EPCU) 내부 냉각수 라인의 기밀 불량으로 냉각수가 누수 되어 통합전력제어장치(EPCU)가 정상적으로 작동하지 않아 전력 공급 차단되고 경고등 점등 및 주행 중 시동꺼짐 가능성
현대자동차,아이오닉5 (NE),아이오닉5,IONIQ 5,True,2021-01-28,2023-02-03,2023-02-23,2023-02-23,51471,51471,False,현대자동차㈜에서는 아이오닉5(NE) 일부 차량에서 차량 제어장치(VCU) 로직 설계 오류로 인해 경사로 주차 중 차량 탑승을 위해 차량문을 열 경우 주차유지(P단)가 해제되면서 차량 전/후방 밀림 사고가 발생할 가능성이 있는 결함이 확인되어 제작결함 시정을 하고자 함
현대자동차,코나(OS),코나,KONA,True,2022-12-21,2023-01-06,2023-03-14,2023-03-14,101,101,False,코나(OS) 일부 차량에 2열 좌석안전띠 버클 작업 불량으로 인해 신형 코나(SX2) 버클 부품으로 오장착되어 불완전한 체결로 차량 충돌시 승객을 정상적으로 보호하지 못할 가능성이 있는 결함
현대자동차,파비스(QV),파비스,파비스,False,2022-07-07,2023-02-20,2023-03-15,2023-03-15,3353,3353,True,비상자동제동장치(FCA) 민감작동 개선 소프트웨어 오적용으로 인해 비상자동제동장치(FCA) 작동 시 경고음 불규칙 및 비상자동제동장치(FCA) 작동 이후 차량 가속이 되지 않아 차량 정차
현대자동차,코나(SX2),코나,KONA,True,2022-12-29,2023-02-23,2023-03-16,2023-03-16,2222,2222,False,코나(SX2) 일부 차량에 2열 좌석안전띠 버클 부품 생산과정에서 제조산포로 조립 유격 발생으로 인해 버클 체결 시 체결음('딸깍'음)이 미발생되어 불완전한 체결로 차량 충돌시 승객을 정상적으로 보호하지 못할 가능성이 있는 결함
현대자동차,아반떼N (CN7 KN),아반떼N,ELANTRA,True,2022-12-19,2023-02-11,2023-03-23,2023-03-23,181,181,True,"현대자동차(주)에서는 아반떼N (CN7 KN)일부 차량에서 전동식조향장치(MDPS) 제어기 소프트웨어 오설정으로 인해 차로이탈방지보조(LKA), 차로유지보조(LFA) 기능이 미작동하여 운전자가 해당 기능을 켰음에도 불구하고 작동하지 않아 차로 중앙을 유지하지 못하고 차로를 이탈하여 사고가 발생할 가능성이 있으며, '자동차 및 자동차부품의 성능과 기준에 관한 규칙 제89조 2항 (조향장치)' 안전기준에 적합하지 않은 결함"
현대자동차,그랜져(GN7),그랜져,그랜져,False,2022-11-16,2023-03-02,2023-03-30,2023-03-30,5569,5569,True,바디제어장치(BDC)와 주차(초음파) 센서간 간헐적 통신 불량으로 인해 주차 거리 경고(PDW) 기능이 간헐적으로 미작동하여 운전자가 후진 시 차량 후방에 있는 물체와 부딪혀 사고가 발생할 가능성이 있는 결함 사항이 확인
현대자동차,그랜져하이브리드(GN7HEV),그랜져하이브리드,HI,False,2022-11-23,2023-03-02,2023-03-30,2023-03-30,1440,1440,True,바디제어장치(BDC)와 주차(초음파) 센서간 간헐적 통신 불량으로 인해 주차 거리 경고(PDW) 기능이 간헐적으로 미작동하여 운전자가 후진 시 차량 후방에 있는 물체와 부딪혀 사고가 발생할 가능성이 있는 결함 사항이 확인
현대자동차,코나(SX2),코나,KONA,True,2022-12-30,2023-03-02,2023-03-30,2023-03-30,4191,4191,True,바디제어장치(BDC)와 주차(초음파) 센서간 간헐적 통신 불량으로 인해 주차 거리 경고(PDW) 기능이 간헐적으로 미작동하여 운전자가 후진 시 차량 후방에 있는 물체와 부딪혀 사고가 발생할 가능성이 있는 결함 사항이 확인
현대자동차,포터2 (HR),포터2,PORTER,False,2023-03-07,2023-03-08,2023-04-10,2023-04-10,7,7,False,현대자동차㈜에서는 포터2(HR) 일부 차량에서 변속 케이블 브라켓 체결 작업 불량으로 브라켓이 제대로 고정되지 않아 이탈됨으로써 변속레버 작동시 제대로 변속이 되지 않아 의도치 않게 차량이 이동하여 사고가 발생할 가능성이 있는 결함 사항이 확인되어 제작결함시정을 하고자 함
현대자동차,아이오닉5(NE),아이오닉5,IONIQ 5,True,2023-03-08,2023-03-12,2023-04-27,2023-04-27,18,18,False,아이오닉5(NE) 일부 차량에서 2열 왼쪽(LH) 좌석 리클라이너 부품의 용접 불량으로 충돌 사고시 좌석 등받이가 접히거나 펴짐으로 인해 탑승자를 충분히 보호해주지 못할 가능성이 있는 결함
현대자동차,그랜저 하이브리드 (GN7 HEV),그랜저 하이브리드,GRANDEUR,False,2022-10-21,2023-03-28,2023-05-02,2023-05-02,14316,14316,True,현대자동차㈜에서는 그랜저 하이브리드(GN7 HEV) 일부 차량에서 통합형 전자식 브레이크(IEB) 제어기 소프트웨어 오설정(보조제동력 반영 미흡)으로 인해 스마트크루즈컨트롤(SCC) 모드로 주행 중 오르막 약경사로(경사로 5%미만)에서 선행차량 정차 시 차량이 정차할 경우 후방 밀림이 발생되어 후방에 있는 차량과 부딪혀 사고가 발생할 가능성이 있는 결함
현대자동차,뉴 카운티(MF) 어린이운송차,뉴 카운티 어린이운송차,뉴 카운티 어린이운송차,False,2023-01-10,2023-03-10,2023-05-11,2023-05-11,61,61,False,"뉴 카운티(MF) 어린이운송차, 카운티 일렉트릭(MF EV) 어린이운송차 일부 차량에서 어린이 좌석 안전띠 리트랙터 부품이 좌우 반대로 조립되어 차량이 좌우로 12도 이하로 기울어졌음에도 불구하고 안전띠가 잠겨서 안전기준을 만족하지 못하는 결함"
현대자동차,카운티 일렉트릭(MF EV) 어린이운송차,카운티 일렉트릭 어린이운송차,카운티 일렉트릭 어린이운송차,False,2022-11-17,2023-01-26,2023-05-11,2023-05-11,4,4,False,"뉴 카운티(MF) 어린이운송차, 카운티 일렉트릭(MF EV) 어린이운송차 일부 차량에서 어린이 좌석 안전띠 리트랙터 부품이 좌우 반대로 조립되어 차량이 좌우로 12도 이하로 기울어졌음에도 불구하고 안전띠가 잠겨서 안전기준을 만족하지 못하는 결함"
기아,카니발 (KA4),카니발,CARNIVAL,True,2020-07-22,2023-04-27,2023-05-17,2023-05-17,185804,185804,False,파워 슬라이딩 도어가 닫히기 직전 신체 일부를 도어 사이에 넣는 등의 특정상황에서 신체 일부가 도어 사이에 끼여 상해를 입을 가능성
기아,카니발 (KA4),카니발,CARNIVAL,True,2020-07-23,2023-04-21,2023-05-17,2023-05-17,5037,5037,False,파워 슬라이딩 도어가 닫히기 직전 신체 일부를 도어 사이에 넣는 등의 특정상황에서 신체 일부가 도어 사이에 끼여 상해를 입을 가능성
현대자동차,파비스(QV),파비스,파비스,False,2019-05-15,2023-04-26,2023-05-22,2023-05-22,11439,11439,True,"현대자동차(주)에서는 파비스(QV), 엑시언트(QZ) 일부 차량에서 배터리 컷오프 스위치의 이물질 유입 방지 구조 설계 미흡으로 단자 내부로 이물질 축적으로 인해 스위치의 +단자와 브라켓 구조물간 단락이 발생되어 화재가 발생할 가능성이 있는 결함"
현대자동차,엑시언트(QZ),엑시언트,엑시언트,False,2021-03-13,2023-04-26,2023-05-22,2023-05-22,4660,4660,True,"현대자동차(주)에서는 파비스(QV), 엑시언트(QZ) 일부 차량에서 배터리 컷오프 스위치의 이물질 유입 방지 구조 설계 미흡으로 단자 내부로 이물질 축적으로 인해 스위치의 +단자와 브라켓 구조물간 단락이 발생되어 화재가 발생할 가능성이 있는 결함"
기아,카니발 (KA4),카니발,CARNIVAL,True,2020-07-22,2023-04-14,2023-06-05,2023-06-05,1678,1678,False,파워 슬라이딩 도어가 닫히기 직전 신체 일부를 도어 사이에 넣는 등의 특정상황에서 신체 일부가 도어 사이에 끼여 상해를 입을 가능성
기아,카니발 (KA4),카니발,CARNIVAL,True,2020-09-26,2023-04-11,2023-06-05,2023-06-05,38,38,False,파워 슬라이딩 도어가 닫히기 직전 신체 일부를 도어 사이에 넣는 등의 특정상황에서 신체 일부가 도어 사이에 끼여 상해를 입을 가능성
기아,레이 (TAM PE2),레이,RAY,False,2022-08-31,2023-02-13,2023-06-13,2023-06-13,19430,19430,True,"레이(TAM PE2), 셀토스(SP2 PE), 스포티지(NQ5), 스포티지 하이브리드(NQ5 HEV), 니로(SG2 HEV), K8(GL3) 일부 차량에서 계기판 부팅 소프트웨어 설정 오류로 인해 초기 시동 시 간헐적으로 계기판 이미지가 미표출될 수 있고 그 상태로 주행할 경우 안전운행에 지장을 줄 가능성이 있는 결함 확인"
기아,셀토스 (SP2 PE),셀토스,SELTOS,True,2022-07-19,2023-02-14,2023-06-13,2023-06-13,12400,12400,True,"레이(TAM PE2), 셀토스(SP2 PE), 스포티지(NQ5), 스포티지 하이브리드(NQ5 HEV), 니로(SG2 HEV), K8(GL3) 일부 차량에서 계기판 부팅 소프트웨어 설정 오류로 인해 초기 시동 시 간헐적으로 계기판 이미지가 미표출될 수 있고 그 상태로 주행할 경우 안전운행에 지장을 줄 가능성이 있는 결함 확인"
기아,스포티지 (NQ5),스포티지,SPORTAGE,True,2022-08-08,2023-02-14,2023-06-13,2023-06-13,8220,8220,True,"레이(TAM PE2), 셀토스(SP2 PE), 스포티지(NQ5), 스포티지 하이브리드(NQ5 HEV), 니로(SG2 HEV), K8(GL3) 일부 차량에서 계기판 부팅 소프트웨어 설정 오류로 인해 초기 시동 시 간헐적으로 계기판 이미지가 미표출될 수 있고 그 상태로 주행할 경우 안전운행에 지장을 줄 가능성이 있는 결함 확인"
기아,스포티지 하이브리드 (NQ5 HEV),스포티지 하이브리드,SPORTAGE,True,2022-08-08,2023-02-10,2023-06-13,2023-06-13,4352,4352,True,"레이(TAM PE2), 셀토스(SP2 PE), 스포티지(NQ5), 스포티지 하이브리드(NQ5 HEV), 니로(SG2 HEV), K8(GL3) 일부 차량에서 계기판 부팅 소프트웨어 설정 오류로 인해 초기 시동 시 간헐적으로 계기판 이미지가 미표출될 수 있고 그 상태로 주행할 경우 안전운행에 지장을 줄 가능성이 있는 결함 확인"
기아,니로 (SG2 HEV),니로,NIRO,True,2022-09-15,2023-03-03,2023-06-13,2023-06-13,3027,3027,True,"레이(TAM PE2), 셀토스(SP2 PE), 스포티지(NQ5), 스포티지 하이브리드(NQ5 HEV), 니로(SG2 HEV), K8(GL3) 일부 차량에서 계기판 부팅 소프트웨어 설정 오류로 인해 초기 시동 시 간헐적으로 계기판 이미지가 미표출될 수 있고 그 상태로 주행할 경우 안전운행에 지장을 줄 가능성이 있는 결함 확인"
기아,K8 (GL3),K8,K8,False,2022-08-09,2023-03-02,2023-06-13,2023-06-13,596,596,True,"레이(TAM PE2), 셀토스(SP2 PE), 스포티지(NQ5), 스포티지 하이브리드(NQ5 HEV), 니로(SG2 HEV), K8(GL3) 일부 차량에서 계기판 부팅 소프트웨어 설정 오류로 인해 초기 시동 시 간헐적으로 계기판 이미지가 미표출될 수 있고 그 상태로 주행할 경우 안전운행에 지장을 줄 가능성이 있는 결함 확인"
현대자동차,GV60(JW1),GV60,GV60,True,2022-06-15,2023-01-17,2023-06-23,2023-06-23,2438,2438,False,GV60(JW1) 일부 차량에서 리어 드라이브 샤프트 제조 공정 상에 교정장비의 설정오류로 인해 샤프트 표면 미세 균열 발생 후 주행에 따라 균열이 확대되어 드라이브 샤프트가 파손되고 주행 불가로 사고가 발생할 가능성이 있는 결함
기아,봉고Ⅲ EV(PU EV),봉고3 EV,BONGO,False,2020-01-15,2023-02-15,2023-06-27,2023-06-27,36171,36171,False,"전기식 보조 히터(PTC) 전기 배선과 크래시패드 지지 브라켓 간 공간 부족으로 인해 전기식 보조 히터(PTC) 전기 배선이 손상되어 단락이 발생하고, 과전류에 의해 퓨즈가 끊어져 구동 모터의 전원 공급이 차단되어 주행 중 차량이 멈출 가능성"
현대자동차,GV60(JW1),GV60,GV60,True,2021-03-05,2022-12-13,2023-06-30,2023-06-30,4988,4988,False,"G80(RG3), GV80(JX1), GV70(JK1), GV60(JW1), GV70 전기차(JK1 EV), 일부 차량에서 충돌 사고시 앞좌석 안전띠 조절장치 내부부품(프리텐셔너 가스발생기)의 작동반발력이 증가하여 장치내 일부부품(가스발생기)이 튀어나와 뒷좌석 탑승자에게 상해를 입힐 가능성이 있는 결함"
현대자동차,GV70(JK1),GV70,GV70,True,2020-04-28,2023-02-07,2023-06-30,2023-06-30,53265,53265,False,"G80(RG3), GV80(JX1), GV70(JK1), GV60(JW1), GV70 전기차(JK1 EV), 일부 차량에서 충돌 사고시 앞좌석 안전띠 조절장치 내부부품(프리텐셔너 가스발생기)의 작동반발력이 증가하여 장치내 일부부품(가스발생기)이 튀어나와 뒷좌석 탑승자에게 상해를 입힐 가능성이 있는 결함"
