제작자,차명,차명_정규화,모델_영문,미국판매여부,생산기간(부터),생산기간(까지),리콜개시일,리콜개시일_dt,리콜대수,리콜대수_n,sw관련,리콜사유
현대자동차,트라고,트라고,트라고,False,2011-03-07,2011-06-25,2012-03-07,2012-03-07,362,362,False,슬리핑 베드 내부 패드의 난연성(難燃性)이 안전기준에 부적합
현대자동차,메가트럭와이드캡,메가트럭와이드캡,메가트럭와이드캡,False,2011-03-07,2011-06-25,2012-03-07,2012-03-07,21,21,False,슬리핑 베드 내부 패드의 난연성(難燃性)이 안전기준에 부적합
현대자동차,뉴파워트럭,뉴파워트럭,뉴파워트럭,False,2011-03-07,2011-06-25,2012-03-07,2012-03-07,32,32,False,슬리핑 베드 내부 패드의 난연성(難燃性)이 안전기준에 부적합
현대자동차,벨로스터,벨로스터,벨로스터,False,2011-05-15,2011-07-03,2012-03-07,2012-03-07,979,979,False,좌석 시트커버의 난연성(難燃性)이 안전기준에 부적합
현대자동차,엑센트,엑센트,ACCENT,True,2010-11-16,2011-05-14,2012-03-07,2012-03-07,7238,7238,True,정면충돌 시 배터리 전기배선 손상으로 전기합선에 의한 화재가 발생할 가능성으로 안전운행에 지장
기아,모하비,모하비,MOHAVE,False,2008-05-02,2009-07-13,2012-06-04,2012-06-04,3182,3182,False,설정속도(약64km/h) 이상에서 충돌 사고 시 운전자의 발목 부상을 줄이기 위해 브레이크 페달이 파손되게 제작되었으나 설정속도 이하 충돌 사고 시에도 파손되어 제동불량으로 2차 사고의 가능성으로 안전운행에 지장
현대자동차,벨로스터,벨로스터,벨로스터,False,2011-04-13,2012-02-25,2012-12-17,2012-12-17,211,211,False,후륜 주차브레이크의 작동케이블과 브레이크 캘리퍼 연결부위 부식으로 인해 경사로 주차 시 차량이 뒤로 밀릴 수 있어 안전운행에 지장
현대자동차,벨로스터,벨로스터,벨로스터,False,2011-11-01,2012-04-17,2012-12-17,2012-12-17,1297,1297,False,파노라마 선루프를 장착하는 과정에서 발생한 미세한 선루프 균열로 주행 중 선루프 유리가 깨질 수 있어 안전운행에 지장
기아,모닝,모닝,MORNING,False,2011-01-17,2012-03-29,2012-12-17,2012-12-17,259,259,False,후륜 주차브레이크의 작동케이블과 브레이크 캘리퍼 연결부위 부식으로 인해 경사로 주차 시 차량이 뒤로 밀릴 수 있어 안전운행에 지장
현대자동차,베라크루즈,베라크루즈,베라크루즈,False,2008-09-01,2008-11-30,2013-04-11,2013-04-11,2021,2021,False,브레이크 스위치의 접촉 불량으로 인해 시동 불량과 제동등 점등 불량을 유발함은 물론 정속주행장치 및 차체자세제어장치가 정상적으로 작동되지 않을 수 있어 안전운행에 지장
현대자동차,싼타페,싼타페,SANTA FE,True,2010-06-01,2011-06-30,2013-04-11,2013-04-11,33667,33667,False,브레이크 스위치의 접촉 불량으로 인해 시동 불량과 제동등 점등 불량을 유발함은 물론 정속주행장치 및 차체자세제어장치가 정상적으로 작동되지 않을 수 있어 안전운행에 지장
현대자동차,아반떼,아반떼,ELANTRA,True,2009-07-10,2010-03-31,2013-04-11,2013-04-11,79638,79638,False,브레이크 스위치의 접촉 불량으로 인해 시동 불량과 제동등 점등 불량을 유발함은 물론 정속주행장치 및 차체자세제어장치가 정상적으로 작동되지 않을 수 있어 안전운행에 지장
기아,쏘울,쏘울,SOUL,True,2010-06-01,2011-06-14,2013-04-11,2013-04-11,22977,22977,False,브레이크 스위치의 접촉 불량으로 인해 시동 불량과 제동등 점등 불량을 유발함은 물론 정속주행장치 및 차체자세제어장치가 정상적으로 작동되지 않을 수 있어 안전운행에 지장
기아,카렌스,카렌스,CARENS,False,2010-06-01,2010-07-30,2013-04-11,2013-04-11,785,785,False,브레이크 스위치의 접촉 불량으로 인해 시동 불량과 제동등 점등 불량을 유발함은 물론 정속주행장치 및 차체자세제어장치가 정상적으로 작동되지 않을 수 있어 안전운행에 지장
기아,쏘렌토,쏘렌토,SORENTO,True,2010-10-01,2011-04-10,2013-04-11,2013-04-11,23421,23421,False,브레이크 스위치의 접촉 불량으로 인해 시동 불량과 제동등 점등 불량을 유발함은 물론 정속주행장치 및 차체자세제어장치가 정상적으로 작동되지 않을 수 있어 안전운행에 지장
현대자동차,제네시스 쿠페,제네시스 쿠페,GENESIS,False,2008-08-01,2010-09-14,2013-10-01,2013-10-01,12036,12036,False,브레이크 스위치의 접촉 불량으로 인해 시동 불량과 제동등 점등 불량을 유발함은 물론 정속주행장치 및 차체자세제어장치가 정상적으로 작동되지 않을 수 있어 안전운행에 지장
기아,그랜드 카니발,그랜드 카니발,CARNIVAL,True,2007-06-21,2010-12-01,2013-10-01,2013-10-01,4723,4723,False,브레이크 스위치의 접촉 불량으로 인해 시동 불량과 제동등 점등 불량을 유발함은 물론 정속주행장치 및 차체자세제어장치가 정상적으로 작동되지 않을 수 있어 안전운행에 지장
기아,오피러스,오피러스,오피러스,False,2008-03-01,2009-06-29,2013-10-01,2013-10-01,18031,18031,False,브레이크 스위치의 접촉 불량으로 인해 시동 불량과 제동등 점등 불량을 유발함은 물론 정속주행장치 및 차체자세제어장치가 정상적으로 작동되지 않을 수 있어 안전운행에 지장
기아,로체,로체,로체,False,2008-05-01,2010-04-28,2013-10-01,2013-10-01,26131,26131,False,브레이크 스위치의 접촉 불량으로 인해 시동 불량과 제동등 점등 불량을 유발함은 물론 정속주행장치 및 차체자세제어장치가 정상적으로 작동되지 않을 수 있어 안전운행에 지장
기아,포르테,포르테,FORTE,True,2008-08-01,2010-09-06,2013-10-01,2013-10-01,61870,61870,False,브레이크 스위치의 접촉 불량으로 인해 시동 불량과 제동등 점등 불량을 유발함은 물론 정속주행장치 및 차체자세제어장치가 정상적으로 작동되지 않을 수 있어 안전운행에 지장
기아,모하비,모하비,MOHAVE,False,2007-11-01,2011-03-13,2013-10-01,2013-10-01,22551,22551,False,브레이크 스위치의 접촉 불량으로 인해 시동 불량과 제동등 점등 불량을 유발함은 물론 정속주행장치 및 차체자세제어장치가 정상적으로 작동되지 않을 수 있어 안전운행에 지장
기아,스포티지,스포티지,SPORTAGE,True,2010-01-28,2011-06-08,2013-10-01,2013-10-01,49711,49711,False,브레이크 스위치의 접촉 불량으로 인해 시동 불량과 제동등 점등 불량을 유발함은 물론 정속주행장치 및 차체자세제어장치가 정상적으로 작동되지 않을 수 있어 안전운행에 지장
기아,K5,K5,K5,True,2010-05-03,2011-04-24,2013-10-01,2013-10-01,63096,63096,False,브레이크 스위치의 접촉 불량으로 인해 시동 불량과 제동등 점등 불량을 유발함은 물론 정속주행장치 및 차체자세제어장치가 정상적으로 작동되지 않을 수 있어 안전운행에 지장
현대자동차,구형 그랜저,구형 그랜저,GRANDEUR,False,2009-01-01,2010-11-30,2013-10-01,2013-10-01,26148,26148,False,브레이크 스위치의 접촉 불량으로 인해 시동 불량과 제동등 점등 불량을 유발함은 물론 정속주행장치 및 차체자세제어장치가 정상적으로 작동되지 않을 수 있어 안전운행에 지장
현대자동차,제네시스,제네시스,GENESIS,False,2009-03-01,2010-11-22,2013-10-01,2013-10-01,50270,50270,False,브레이크 스위치의 접촉 불량으로 인해 시동 불량과 제동등 점등 불량을 유발함은 물론 정속주행장치 및 차체자세제어장치가 정상적으로 작동되지 않을 수 있어 안전운행에 지장
현대자동차,투싼,투싼,TUCSON,True,2009-09-07,2010-11-30,2013-10-01,2013-10-01,69253,69253,False,브레이크 스위치의 접촉 불량으로 인해 시동 불량과 제동등 점등 불량을 유발함은 물론 정속주행장치 및 차체자세제어장치가 정상적으로 작동되지 않을 수 있어 안전운행에 지장
현대자동차,i30,i30,I30,False,2007-07-01,2011-08-15,2013-10-01,2013-10-01,16111,16111,False,브레이크 스위치의 접촉 불량으로 인해 시동 불량과 제동등 점등 불량을 유발함은 물론 정속주행장치 및 차체자세제어장치가 정상적으로 작동되지 않을 수 있어 안전운행에 지장
현대자동차,베라크루즈,베라크루즈,베라크루즈,False,2009-03-01,2011-07-31,2013-10-01,2013-10-01,19238,19238,False,브레이크 스위치의 접촉 불량으로 인해 시동 불량과 제동등 점등 불량을 유발함은 물론 정속주행장치 및 차체자세제어장치가 정상적으로 작동되지 않을 수 있어 안전운행에 지장
현대자동차,아반떼,아반떼,ELANTRA,True,2010-07-01,2011-01-03,2013-10-01,2013-10-01,38174,38174,False,브레이크 스위치의 접촉 불량으로 인해 시동 불량과 제동등 점등 불량을 유발함은 물론 정속주행장치 및 차체자세제어장치가 정상적으로 작동되지 않을 수 있어 안전운행에 지장
현대자동차,쏘나타,쏘나타,SONATA,True,2008-10-01,2011-01-31,2013-10-01,2013-10-01,185176,185176,False,브레이크 스위치의 접촉 불량으로 인해 시동 불량과 제동등 점등 불량을 유발함은 물론 정속주행장치 및 차체자세제어장치가 정상적으로 작동되지 않을 수 있어 안전운행에 지장
현대자동차,제네시스,제네시스,GENESIS,False,2007-12-24,2012-03-16,2013-10-31,2013-10-31,103214,103214,True,ABS제어장치(모듈레이터)에 부식이 발생하여 브레이크 성능이 저하될 수 있어 안전운행에 지장
현대자동차,투싼,투싼,TUCSON,True,2011-01-01,2013-12-26,2014-05-20,2014-05-20,122561,122561,False,혼(경음기) 커버 체결 토크 작업 불량으로 주행시 혼 커버 이탈 가능성 및 이탈 시 에어백 성능에 영향이 있을 수 있음
기아,K7,K7,K7,False,2012-09-21,2013-08-27,2014-06-23,2014-06-23,2595,2595,False,고속으로 웅덩이 통과 시 간헐적으로 휠 크랙 가능성
기아,쏘울,쏘울,SOUL,True,2013-10-16,2013-12-31,2014-07-07,2014-07-07,2474,2474,False,스티어링 기어박스 피니언 플러그 나사 고정제 도포 부위 물림량 부족
현대자동차,싼타페(DM),싼타페,SANTA FE,True,2012-05-03,2014-08-14,2014-08-14,2014-08-14,140654,140654,False,연료소비율 안전기준(제111조의4) 부적합
현대자동차,베라크루즈,베라크루즈,베라크루즈,False,2007-05-07,2013-06-28,2014-09-30,2014-09-30,1754,1754,False,엔진 헤드커버 가스켓 형상 부적합으로 장기간 사용 시 오일 미세 누유로 인해 간헐적 알터네이터 오염되어 작동 불량 가능성
기아,봉고3 1.2톤,봉고3 1.2톤,BONGO,False,2007-12-03,2013-12-01,2015-02-17,2015-02-17,47347,47347,False,제동시 제동력려과 차량하중에 의해 판스프링 변형 및 드래그 링크와 너클암 연결부의 궤적 편차로 앞바퀴 방향 변화 발생
현대자동차,그랜저하이브리드,그랜저하이브리드,GRANDEUR,False,2013-12-24,2014-10-24,2015-02-17,2015-02-17,10604,10604,False,브레이크액 부족 시 경고등 미점등(안전기준 제15조 위반)
현대자동차,제네시스,제네시스,GENESIS,False,2013-11-22,2015-02-09,2015-03-06,2015-03-06,5002,5002,False,고압세차 등 특수 사용조건에서 리어 램프에 다량의 물 과다 유입시 후진등 전기회로 단락 발생
현대자동차,아반떼HD,아반떼HD,ELANTRA,True,2009-11-01,2010-04-30,2015-03-06,2015-03-06,36259,36259,False,전동식 스티어링 경공등 점등 및 스티어링 휠 무거움 발생
현대자동차,i30(FD),i30,I30,False,2009-11-01,2010-04-30,2015-03-06,2015-03-06,4446,4446,False,전동식 스티어링 경공등 점등 및 스티어링 휠 무거움 발생
기아,쏘울,쏘울,SOUL,True,2013-10-16,2015-01-08,2015-03-13,2015-03-13,6374,6374,False,과도한 힘으로 가속페달 밟을 시 손상 가능성이 있는 결함 발견
현대자동차,그랜드스타렉스,그랜드스타렉스,그랜드스타렉스,False,2015-09-04,2015-09-09,2015-10-26,2015-10-26,22,22,False,운전석 옆 좌석 에어백 내부 결함*으로 에어백 전개 시 비정상적으로 전개되어 안전운행에 지장을 줄 가능성
기아,쏘울,쏘울,SOUL,True,2014-01-18,2015-09-30,2015-11-23,2015-11-23,6565,6565,False,조향핸들 축 끝에 장착된 작은 톱니바퀴(피니언)를 고정하는 볼트(플러그)가 풀려 조향 시 소음이 발생하거나 조향성능을 저하시킬 수 있는 가능성
현대자동차,제네시스 쿠페,제네시스 쿠페,GENESIS,False,2011-12-28,2015-04-06,2015-11-30,2015-11-30,446,446,False,엔진 동력을 뒷 바퀴에 고르게 전달해 주는 기어박스(차동기어)가 차체에 제대로 고정되지 않아 주행 중 소음 및 처짐이 발생하고 안전운행에 지장을 줄 가능성
현대자동차,제네시스,제네시스,GENESIS,False,2013-12-01,2015-02-28,2015-12-28,2015-12-28,12848,12848,False,측면 부위의 미세한 크랙으로 주행시 타이어 공기압이 낮아질 가능성
현대자동차,구형 투싼(LM),구형 투싼,TUCSON,True,2010-08-01,2010-10-31,2016-02-22,2016-02-22,9251,9251,False,자동변속기 오일쿨러(Oil Cooler) 호스 손상으로 자동변속기 오일이 누유됨으로써 변속기 작동불량 등이 발생
기아,포르테,포르테,FORTE,True,2010-08-27,2010-11-11,2016-02-22,2016-02-22,5675,5675,False,자동변속기 오일쿨러(Oil Cooler) 호스 손상으로 자동변속기 오일이 누유됨으로써 변속기 작동불량 등이 발생
현대자동차,구형 제네시스(BH),구형 제네시스,GENESIS,False,2011-08-01,2012-04-30,2016-03-28,2016-03-28,14463,14463,False,자동식 창닦이기(와이퍼) 구동 모터 내부 부품의 결함으로 자동식 창닦이기가 작동하지 않아 안전운행에 지장을 줄 가능성이 발견
현대자동차,에쿠스,에쿠스,에쿠스,False,2011-07-10,2012-06-12,2016-03-28,2016-03-28,10978,10978,False,자동식 창닦이기(와이퍼) 구동 모터 내부 부품의 결함으로 자동식 창닦이기가 작동하지 않아 안전운행에 지장을 줄 가능성이 발견
현대자동차,아반떼 HD,아반떼 HD,ELANTRA,True,2008-01-02,2009-08-22,2016-04-12,2016-04-12,111553,111553,False,"앞열(운전석, 동승석) 에어백이 미전개 조건(주행 시 과속방지턱, 주차장멈춤턱 등으로 인해 차체 하단 부위 충격 발생)에서 전개되어 안전운행에 지장을 주는 결함으로 확인"
기아,K5 TF,K5 TF,K5,True,2010-05-03,2010-07-08,2016-04-18,2016-04-18,11681,11681,True,전동식 스티어링(조향장치) ECU 회로기판의 코팅불량으로 인해 수분 유입시 전자회로가 단락되어 스티어링 휠이 무거워질 가능성
현대자동차,쏘나타 YF,쏘나타 YF,SONATA,True,2010-01-19,2010-07-08,2016-04-18,2016-04-18,7794,7794,True,전동식 스티어링(조향장치) ECU 회로기판의 코팅불량으로 인해 수분 유입시 전자회로가 단락되어 스티어링 휠이 무거워질 가능성
기아,K9,K9,K9,False,2012-03-08,2016-01-12,2016-04-25,2016-04-25,9479,9479,False,등화장치용 다기능 스위치의 접촉 불량으로 인해 주행 중 전조등이 정상작동하지 않을 가능성 발견
기아,K5,K5,K5,True,2015-07-16,2015-12-31,2016-05-03,2016-05-03,7,7,False,운전석 에어백 내부 부품 결함으로 에어백이 정상적으로 전개되지 않을 가능성
현대자동차,소나타 LF,소나타 LF,LF,True,2014-06-16,2016-01-16,2016-05-03,2016-05-03,21,21,False,운전석 에어백 내부 부품 결함으로 에어백이 정상적으로 전개되지 않을 가능성
현대자동차,아반떼 AD,아반떼 AD,ELANTRA,True,2015-09-05,2015-09-08,2016-05-03,2016-05-03,2,2,False,운전석 에어백 내부 부품 결함으로 에어백이 정상적으로 전개되지 않을 가능성
현대자동차,투싼,투싼,TUCSON,True,2015-03-15,2016-03-15,2016-06-30,2016-06-30,62319,62319,False,후드 2차 잠금장치의 제작결함으로 후드걸쇠장치가 열린 상태로 주행할 경우 2차 잠금장치가 제대로 작동되지 않아 주행 중 후드가 열려 안전운행에 지장을 줄 가능성 발견
현대자동차,투싼(TL),투싼,TUCSON,True,2015-12-17,2016-05-31,2016-09-22,2016-09-22,617,617,True,변속기 소프트웨어 오류로 차량 정차 후 재출발 시 가속이 지연되거나 가속이 안 될 가능성
현대자동차,그랜저(TG),그랜저,GRANDEUR,False,2007-03-07,2007-08-14,2016-09-22,2016-09-22,10912,10912,False,전동식 좌석(파워 시트) 스위치의 내부 부품이 부식되어 주행 중 전동식 좌석 기능이 제대로 작동하지 않거나 임의로 움직일 가능성
현대자동차,싼타페,싼타페,SANTA FE,True,2015-05-27,2015-06-05,2016-10-21,2016-10-21,66,66,False,승객감지장치 제어 유닛 설정 오류로 충돌시 동승자석의 에어백이 미전개될 가능성
현대자동차,쏘나타(LF),쏘나타,SONATA,True,2014-03-07,2015-08-13,2016-10-31,2016-10-31,21021,21021,False,파노라마 선루프의 윈드 디플렉터가 제대로 고정되어 있지 않아 선루프(창유리)가 차량에서 이탈되어 사고가 발생할 가능성
현대자동차,쏘나타 하이브리드(LF HEV),쏘나타 하이브리드,SONATA,True,2014-12-03,2015-08-18,2016-10-31,2016-10-31,2959,2959,False,파노라마 선루프의 윈드 디플렉터가 제대로 고정되어 있지 않아 선루프(창유리)가 차량에서 이탈되어 사고가 발생할 가능성
현대자동차,맥스크루즈(NC),맥스크루즈,MAX CRUZ,False,2016-09-28,2016-09-30,2016-11-14,2016-11-14,2,2,False,전조등 설치 불량으로 광축이 기준보다 좌측방향으로 설정되었을 경우 반대편 운전자의 눈부심을 증가시켜 안전운행에 지장을 줄 가능성
현대자동차,그랜드스타렉스(TQ),그랜드스타렉스,그랜드스타렉스,False,2016-09-28,2016-09-30,2016-11-14,2016-11-14,23,23,False,전조등 설치 불량으로 광축이 기준보다 좌측방향으로 설정되었을 경우 반대편 운전자의 눈부심을 증가시켜 안전운행에 지장을 줄 가능성
기아,구형 스포티지(KM),구형 스포티지,SPORTAGE,True,2007-08-09,2007-08-09,2016-12-09,2016-12-09,2686,2686,False,자동차안정성제어장치(ESC) 중 유압 컨트롤 유닛(HCU)에 연결된 배선 커넥터의 덮개 체결 불량으로 제설제 염수 등이 HCU 내에 유입될 경우 합선이 일어나 화재가 발생할 가능성
현대자동차,투싼(TL),투싼,TUCSON,True,2015-03-03,2016-07-25,2017-01-20,2017-01-20,88514,88514,False,"뒷바퀴 완충장치* 중 트레일링암의 제작결함으로 주행 중 소음 발생하고 제동 시에 쏠림현상으로 안전운행에 지장을 줄 가능성 * 완충장치: 노면으로부터의 충격이 차량 내의 승객에게 최소한으로 전달되도록 자동차 차체에 장착된 장치(스프링, 쇽업소버, 트레일링암 등으로 구성)"
기아,스포티지(QL),스포티지,SPORTAGE,True,2015-08-01,2016-07-27,2017-01-20,2017-01-20,61662,61662,False,"뒷바퀴 완충장치* 중 트레일링암의 제작결함으로 주행 중 소음 발생하고 제동 시에 쏠림현상으로 안전운행에 지장을 줄 가능성 * 완충장치: 노면으로부터의 충격이 차량 내의 승객에게 최소한으로 전달되도록 자동차 차체에 장착된 장치(스프링, 쇽업소버, 트레일링암 등으로 구성)"
현대자동차,쏘나타(LF),쏘나타,SONATA,True,2016-09-01,2016-09-02,2017-01-24,2017-01-24,103,103,False,운전석 에어백 인플레이터*(Key Safety System 社)의 제조불량으로 충돌 시 에어백이 충분히 전개되지 않아 운전자를 제대로 보호하지 못할 가능성
현대자동차,아반떼(AD),아반떼,ELANTRA,True,2016-05-21,2016-05-21,2017-01-24,2017-01-24,1,1,False,운전석 에어백 인플레이터*(Key Safety System 社)의 제조불량으로 충돌 시 에어백이 충분히 전개되지 않아 운전자를 제대로 보호하지 못할 가능성
현대자동차,쏘나타 하이브리드(LF HEV),쏘나타 하이브리드,SONATA,True,2016-09-01,2016-10-19,2017-01-24,2017-01-24,60,60,False,운전석 에어백 인플레이터*(Key Safety System 社)의 제조불량으로 충돌 시 에어백이 충분히 전개되지 않아 운전자를 제대로 보호하지 못할 가능성
기아,K7(YG),K7,K7,False,2017-01-19,2017-03-06,2017-03-24,2017-03-24,2221,2221,False,브레이크 진공호스 제작결함으로 제동 시 제동력 저하로 안전운행에 지장을 줄 가능성
기아,니로(DE),니로,NIRO,True,2016-12-23,2017-01-28,2017-03-24,2017-03-24,61,61,False,전동식 스티어링(조향장치) 모터 커넥터 제조불량으로 스티어링 휠이 무거워질 가능성
현대자동차,그랜저(IG),그랜저,GRANDEUR,False,2017-01-12,2017-03-01,2017-03-24,2017-03-24,4310,4310,False,브레이크 진공호스 제작결함으로 제동 시 제동력 저하로 안전운행에 지장을 줄 가능성
현대자동차,아반떼(AD),아반떼,ELANTRA,True,2016-12-22,2017-01-26,2017-03-24,2017-03-24,327,327,False,전동식 스티어링(조향장치) 모터 커넥터 제조불량으로 스티어링 휠이 무거워질 가능성
현대자동차,아이오닉(AE),아이오닉,IONIQ,True,2016-12-22,2017-01-26,2017-03-24,2017-03-24,42,42,False,전동식 스티어링(조향장치) 모터 커넥터 제조불량으로 스티어링 휠이 무거워질 가능성
현대자동차,그랜저(IG) LPI,그랜저 LPI,GRANDEUR,False,2017-03-22,2017-04-07,2017-05-19,2017-05-19,993,993,False,연료펌프 내부 부품의 제작불량으로 시동꺼짐 등이 발생할 가능성
현대자동차,쏘나타(LF) LPI,쏘나타 LPI,SONATA,True,2017-03-22,2017-04-07,2017-05-19,2017-05-19,1949,1949,False,연료펌프 내부 부품의 제작불량으로 시동꺼짐 등이 발생할 가능성
현대자동차,그랜드 스타렉스(TQ) 왜건,그랜드 스타렉스 왜건,그랜드 스타렉스 왜건,False,2015-02-12,2016-03-30,2017-05-19,2017-05-19,15333,15333,False,연료공급호스 연결장치의 제작결함으로 연료누유로 인한 시동꺼짐 등이 발생할 가능성
현대자동차,그랜저(HG),그랜저,GRANDEUR,False,2010-12-01,2013-08-31,2017-05-22,2017-05-22,112674,112674,False,"크랭크 샤프트에 오일 공급홀을 만드는 과정에서 기계 불량으로 금속 이물질이 발생하였고, 이러한 ‘금속 이물질로 인해 크랭크샤프트와 베어링의 마찰이 원활하지 못하게 되는 소착현상*이 발생해 주행 중 시동꺼짐으로 이어질 수 있음"
현대자동차,쏘나타(YF),쏘나타,SONATA,True,2009-07-01,2013-08-31,2017-05-22,2017-05-22,6092,6092,False,"크랭크 샤프트에 오일 공급홀을 만드는 과정에서 기계 불량으로 금속 이물질이 발생하였고, 이러한 ‘금속 이물질로 인해 크랭크샤프트와 베어링의 마찰이 원활하지 못하게 되는 소착현상*이 발생해 주행 중 시동꺼짐으로 이어질 수 있음"
기아,K7(VG),K7,K7,False,2011-02-01,2013-08-31,2017-05-22,2017-05-22,34153,34153,False,"크랭크 샤프트에 오일 공급홀을 만드는 과정에서 기계 불량으로 금속 이물질이 발생하였고, 이러한 ‘금속 이물질로 인해 크랭크샤프트와 베어링의 마찰이 원활하지 못하게 되는 소착현상*이 발생해 주행 중 시동꺼짐으로 이어질 수 있음"
기아,스포티지(SL),스포티지,SPORTAGE,True,2011-03-01,2013-08-31,2017-05-22,2017-05-22,5401,5401,False,"크랭크 샤프트에 오일 공급홀을 만드는 과정에서 기계 불량으로 금속 이물질이 발생하였고, 이러한 ‘금속 이물질로 인해 크랭크샤프트와 베어링의 마찰이 원활하지 못하게 되는 소착현상*이 발생해 주행 중 시동꺼짐으로 이어질 수 있음"
기아,K5(TF),K5,K5,True,2010-05-01,2013-08-31,2017-05-22,2017-05-22,13032,13032,False,"크랭크 샤프트에 오일 공급홀을 만드는 과정에서 기계 불량으로 금속 이물질이 발생하였고, 이러한 ‘금속 이물질로 인해 크랭크샤프트와 베어링의 마찰이 원활하지 못하게 되는 소착현상*이 발생해 주행 중 시동꺼짐으로 이어질 수 있음"
기아,모하비,모하비,MOHAVE,False,2012-08-27,2014-12-02,2017-06-12,2017-06-12,19801,19801,False,허브너트*의 결함으로 타이어가 이탈될 가능성 * 허브너트 : 자동차 차축과 타이어를 연결해 주는 부품
현대자동차,에쿠스(VI),에쿠스,에쿠스,False,2011-01-13,2012-12-06,2017-06-12,2017-06-12,19096,19096,False,캐니스터*의 결함으로 농도가 짙은 연료증발가스가 엔진으로 유입되어 시동이 꺼질 가능성 * 캐니스터 : 연료증발가스 대기방출 방지목적으로 연료탱크에서 연료 증발가스를 포집한 후 엔진으로 보내어 연소시키는 장치
현대자동차,구형 제네시스(BH),구형 제네시스,GENESIS,False,2011-01-13,2013-11-19,2017-06-12,2017-06-12,49150,49150,False,캐니스터*의 결함으로 농도가 짙은 연료증발가스가 엔진으로 유입되어 시동이 꺼질 가능성 * 캐니스터 : 연료증발가스 대기방출 방지목적으로 연료탱크에서 연료 증발가스를 포집한 후 엔진으로 보내어 연소시키는 장치
현대자동차,쏘나타 하이브리드(LF HEV),쏘나타 하이브리드,SONATA,True,2014-12-15,2015-02-27,2017-06-16,2017-06-16,2966,2966,False,주차브레이크 스위치의 결함으로 주차브레이크 작동등이 점등되지 않을 수 있어 운전자가 주차브레이크 체결상태에서 이를 인지하지 못하고 주행할 경우 주차 브레이크 성능 저하 등 안전운행에 지장을 줄 가능성
현대자동차,제네시스(DH),제네시스,GENESIS,False,2013-11-20,2015-02-25,2017-06-16,2017-06-16,13812,13812,False,주차브레이크 스위치의 결함으로 주차브레이크 작동등이 점등되지 않을 수 있어 운전자가 주차브레이크 체결상태에서 이를 인지하지 못하고 주행할 경우 주차 브레이크 성능 저하 등 안전운행에 지장을 줄 가능성
현대자동차,쏘나타(LF),쏘나타,SONATA,True,2014-03-25,2015-02-27,2017-06-16,2017-06-16,70477,70477,False,주차브레이크 스위치의 결함으로 주차브레이크 작동등이 점등되지 않을 수 있어 운전자가 주차브레이크 체결상태에서 이를 인지하지 못하고 주행할 경우 주차 브레이크 성능 저하 등 안전운행에 지장을 줄 가능성
현대자동차,투산(LM),투산,투산,False,2011-09-01,2011-10-31,2017-06-16,2017-06-16,7660,7660,False,R엔진의 연료호스 결함으로 연료가 누유될 경우 화재발생 가능성
현대자동차,싼타페(CM),싼타페,SANTA FE,True,2011-09-01,2011-10-31,2017-06-16,2017-06-16,4748,4748,False,R엔진의 연료호스 결함으로 연료가 누유될 경우 화재발생 가능성
기아,구형 스포티지(SL),구형 스포티지,SPORTAGE,True,2011-09-01,2011-10-31,2017-06-16,2017-06-16,5476,5476,False,R엔진의 연료호스 결함으로 연료가 누유될 경우 화재발생 가능성
기아,구형 카니발(VQ),구형 카니발,CARNIVAL,True,2011-09-01,2011-10-31,2017-06-16,2017-06-16,3165,3165,False,R엔진의 연료호스 결함으로 연료가 누유될 경우 화재발생 가능성
기아,구형 쏘렌토(XM),구형 쏘렌토,SORENTO,True,2011-09-01,2011-10-31,2017-06-16,2017-06-16,4869,4869,False,R엔진의 연료호스 결함으로 연료가 누유될 경우 화재발생 가능성
현대자동차,맥스크루즈(NC),맥스크루즈,MAX CRUZ,False,2012-07-17,2016-07-02,2017-06-23,2017-06-23,34785,34785,False,후드 2차 잠금장치 제작결함으로 주행 중 후드가 열려 안전운행에 영향을 줄 가능성
현대자동차,싼타페(DM),싼타페,SANTA FE,True,2012-01-04,2016-07-01,2017-06-23,2017-06-23,359653,359653,False,후드 2차 잠금장치 제작결함으로 주행 중 후드가 열려 안전운행에 영향을 줄 가능성
현대자동차,아반떼(MD),아반떼,ELANTRA,True,2013-08-06,2015-05-27,2017-06-30,2017-06-30,19575,19575,False,브레이크 진공호스의 결함으로 제동력이 저하 될 가능성
현대자동차,i30(GD),i30,I30,False,2012-01-04,2015-04-30,2017-06-30,2017-06-30,17526,17526,False,브레이크 진공호스의 결함으로 제동력이 저하 될 가능성
현대자동차,아이오닉 일렉트릭,아이오닉 일렉트릭,IONIQ,True,2016-10-04,2017-04-03,2017-09-28,2017-09-28,3408,3408,True,"전력제어장치 보호덮개(통합제어기 하우징)의 제작이 잘못되어 미세한 구멍이 발생하였을 수 있으며, 이 구멍으로 냉각수 등이 유입될 경우 회로가 합선되어 가속이 안되는 등 안전운행에 지장을 줄 가능성"
